title,abstract,authors,figures,pages,tables,pdf_link,primary_subject,secondary_subjects,submitted_journal,published_journal,keywords,date
A cosmic degeneracy story: structure formation with warm dark matter and scale-dependent primordial non-Gaussianities,"It has been recently shown that cosmological models with scale-dependent primordial non-Gaussianities (sPNG) could provide a possible path to solve current cosmic tensions. Moreover, it has been pointed out that some of these models might mimic the effects of Warm Dark Matter (WDM) for several observables at low redshift. Here, we confirm the qualitative similarity of the matter power spectrum for sPNG and WDM models, but also point out differences in the halo mass function and void size function. We then jointly simulate WDM and sPNG together. Such simulations allow us to demonstrate that the joint impact of WDM and sPNG is close to the linear superposition of their respective effects at low redshift, at the percent level. We finally propose a model with mixed hot and cold dark matter together with sPNG, that reproduces the $\Lambda$CDM power spectrum at redshifts $z \leq 3$ but is still distinct in terms of halo statistics.","['Clément Stahl', 'Benoit Famaey', 'Rodrigo Ibata', 'Katarina Kraljic', 'Fabien Castillo']",7.0,13.0,3.0,arxiv.org/pdf/2501.03672,Cosmology and Nongalactic Astrophysics,,,,[],2025-01-08
Effects of energetic particles produced by magnetic reconnection on discs of young stars,"T Tauri stars and their discs are crucial for understanding stellar evolution and the formation of planets in low-mass systems. These stars exhibit significant variability, notably emitting intense X-ray flares due to magnetic reconnection events. During these events, magnetic energy is converted into kinetic energy of particles. Some of these particles then heat the plasma of the underlying chromosphere, emitting the observed X-rays. A portion of particles are thought to escape the chromosphere to interact with the surrounding circumstellar environment. The question is what impact do particles produced by magnetic reconnection events have on the discs of young stars.The complex characteristics of protoplanetary discs around T Tauri stars require an interdisciplinary strategy to enhance our understanding of these objects. This thesis contribute to establish a framework combining observational methodologies, chemical and dynamic models of protoplanetary discs, and the mechanics of acceleration and transport of energetic particles.We indroduce the role of ionisation in disc dynamics, including its sources. Not only from standard sources like stellar radiation and galactic cosmic rays but also from non-thermal ionisation due to magnetic reconnection events. We then examine energetic particles accelerated during magnetic reconnection events in T Tauri flares as an alternative source of ionisation, requiring the construction of a theoretical model based on solar flares. Then, we present a study revealing that particles from magnetic reconnection events could significantly contribute to the ionisation of the inner disc. Finally, we present a complementary study accounting for temporal effects, showing that considering these particles could increase the ionisation rate as well as viscosity, accretion rate, volumetric heating rate, and chemical complexity of inner protoplanetary discs.",['Valentin Brunn'],18.0,320.0,4.0,arxiv.org/pdf/2501.03678,Solar and Stellar Astrophysics,"['Earth and Planetary Astrophysics', 'High Energy Astrophysical Phenomena']",,,"['acceleration of particles – accretion', 'accretion discs – magnetic reconnection – stars: ﬂare']",2025-01-08
Characterizing WASP-43b's interior structure: unveiling tidal decay and apsidal motion,"Context. Recent developments in exoplanetary research highlight the importance of Love numbers in understanding their internal dynamics, formation, migration history and their potential habitability. Love numbers represent crucial parameters that gauge how exoplanets respond to external forces such as tidal interactions and rotational effects. By measuring these responses, we can gain insights into the internal structure, composition, and density distribution of exoplanets. The rate of apsidal precession of a planetary orbit is directly linked to the second-order fluid Love number, thus we can gain valuable insights into the mass distribution of the planet. Aims. In this context, we aim to re-determine the orbital parameters of WASP-43b-in particular, orbital period, eccentricity, and argument of the periastron-and its orbital evolution. We study the outcomes of the tidal interaction with the host star:whether tidal decay and periastron precession are occurring in the system. Method. We observed the system with HARPS, whose data we present for the first time, and we also analyse the newly acquired JWST full-phase light curve. We fit jointly archival and new radial velocity and transit and occultation mid-times, including tidal decay, periastron precession and long-term acceleration in the system. Results. We detected a tidal decay rate of \dotP_a=(-1.99pm0.50) and a periastron precession rate of \dotomega=(0.1851+0.0070-0.0077)=(0.1727+0.0083-0.0089)deg/d=(621.72+29.88-32.04)arcsec/d. This is the first time that both periastron precession and tidal decay are simultaneously detected in an exoplanetary system. The observed tidal interactions can neither be explained by the tidal contribution to apsidal motion of a non-aligned stellar or planetary rotation axis nor by assuming non-synchronous rotation for the planet, and a value for the planetary Love number cannot be derived. [...]","['Lia Marta Bernabò', 'Szilárd Csizmadia', 'Alexis M. S. Smith', 'Jan-Vincent Harre', 'Szilárd Kálmán', 'Juan Cabrera', 'Heike Rauer', 'Davide Gandolfi', 'Lorenzo Pino', 'David Ehrenreich', 'Artie Hatzes']",16.0,17.0,11.0,arxiv.org/pdf/2501.03685,Earth and Planetary Astrophysics,,,"A&A, 2025",['exoplanets - interior structure - tidal interaction - periastron precession - tidal decay 1'],2025-01-08
Continuation of an Optical Spectroscopic Campaign of Fermi Blazar Candidates with TNG: Discovery of a New Changing-Look Blazar,"Context. Blazars are a distinct subclass of active galactic nuclei (AGN), known for their fast variability, high polarization, and intense emission across the electromagnetic spectrum, from radio waves to gamma rays. Gamma-ray blazar candidates of uncertain type (BCU) are an ongoing challenge in gamma-ray astronomy due to difficulties in classification and redshift determination. Aims. This study continues an optical spectroscopic campaign aimed at identifying the characteristics of BCUs to improve classification and redshift estimates, particularly focusing on low-synchrotron-peak sources. Methods. We conducted a detailed analysis of optical spectroscopic data for a sample of 21 low-synchrotron-peak BCUs plus one bl lac with contradictory results in the literature, using the 3.58-m Telescopio Nazionale Galileo (TNG, La Palma, Spain). Results. Our analysis identifies 14 out of the 21 BCUs as flat-spectrum radio quasars (FSRQs), demonstrating the effectiveness of our selection criteria. Notably, four FSRQs have redshifts exceeding 1, including 4FGL J2000.0+4214 at z = 2.04. Six sources are classified as bl lacs, with one of them, 4FGL J0746.5-0719, showing a featureless spectrum in this work despite previously exhibiting strong lines, suggesting it may be a changing-look blazar. One source remains classified as a BCU due to a noisy spectrum. Additionally, we observed a bl lac object, 4FGL J1054.5+2211, due to inconsistent redshift estimates in the literature, but we could not confirm any redshift due to its featureless spectrum. Our findings provide insights into the classification and redshift estimation of blazar candidates, emphasizing the need for continued spectroscopic monitoring.","['N. Álvarez Crespo', 'A. Domínguez', 'V. S. Paliya', 'M. Chamorro Cazorla', 'P. Sánchez Blázquez', 'A. Gil de Paz']",3.0,10.0,3.0,arxiv.org/pdf/2501.03693,High Energy Astrophysical Phenomena,,,,['galaxies: active – blazars: general – gamma-ray: galaxies 1'],2025-01-08
Connection between planetary He I $\lambda$10830 \AA\ absorption and extreme-ultraviolet emission of planet-host stars,"Context. The detection of the He I 10830 A triplet in exoplanet atmospheres has opened a new window for probing planetary properties, including atmospheric escape. Unlike Lyman alpha, the triplet is less affected by ISM absorption. Sufficient XUV stellar irradiation may trigger the formation of the He I triplet via photoionization and posterior recombination processes in the planet atmospheres. Only a weak trend between stellar XUV and the planetary He I strength has been observed so far. Aims. We aim to confirm this mechanism for producing the He I absorption in exoplanetary atmospheres by examining a sample of planetary systems. Methods. We obtained homogeneous measurements of the planetary He I line EW and consistently computed the stellar XUV ionizing irradiation. We first derived new coronal models for the planet-host stars. We used updated data from the X-exoplanets database, archival X-ray spectra of M-type stars (including AU Mic and Proxima Cen), and new XMM-Newton X-ray data obtained for the CARMENES project. These data were complemented at longer wavelengths with publicly available HST, FUSE, and EUVE spectra. A total of 75 stars are carefully analyzed to obtain a new calibration between X-ray and EUV emission. Results. Two distinct relationships between stellar X-ray emission (5-100 A) and EUV_H (100-920 A) or EUV_He (100-504 A) radiation are obtained to scale the emission from late-type stellar coronae. A total of 48 systems with reported planetary He I 10830 A studies, exhibit a robust relationship between the planetary He I feature and the ionizing XUV_He received by the planet, corrected by stellar and planetary radii, and the planet's gravitational potential. Some outliers could be explained by a different atmospheric composition or the lack of planetary gaseous atmospheres. This relation may be used to predict the He I 10830 A absorption in exoplanet atmospheres.","['J. Sanz-Forcada', 'M. López-Puertas', 'M. Lampón', 'S. Czesla', 'L. Nortmann', 'J. A. Caballero', 'M. R. Zapatero Osorio', 'P. J. Amado', 'F. Murgas', 'J. Orell-Miquel', 'E. Pallé', 'A. Quirrenbach', 'A. Reiners', 'I. Ribas', 'A. Sánchez-López', 'E. Solano']",5.0,12.0,21.0,arxiv.org/pdf/2501.03716,Earth and Planetary Astrophysics,['Solar and Stellar Astrophysics'],A&A,,['planetary systems – stars: coronae – X-rays: stars – planets and satellites: atmospheres 1'],2025-01-08
Constraints on the properties of macroscopic transport in the Sun from combined lithium and beryllium depletion,"Context. The Sun is a privileged laboratory of stellar evolution, thanks to the quality and complementary nature of available constraints. Using these observations, we are able to draw a detailed picture of its internal structure and dynamics which form the basis of the successes of solar modelling. Amongst such constraints, the depletion of lithium and beryllium are key tracers of the required efficiency and extent of macroscopic mixing just below the solar convective envelope. Thanks to revised determinations of these abundances, we may use them in conjunction with other existing spectroscopic and helioseismic constraints to study in detail the properties of macroscopic transport. Aims. We aim at constraining the efficiency of macroscopic transport at the base of the convective envelope and determining the compatibility of the observations with a suggested candidate linked with the transport of angular momentum in the solar radiative interior. Methods. We use recent spectroscopic observations of lithium and beryllium abundance and include them in solar evolutionary model calibrations. We test the agreement of such models in terms of position of the convective envelope, helium mass fraction in convective zone, sound speed profile inversions and neutrino fluxes. Results. We constrain the required efficiency and extent of the macroscopic mixing at the base of the solar convective envelope, finding that a power law of density with an index n between 3 and 6 would reproduce the data, with efficiencies at the base of the envelope of about 6000 cm2 /s, depending on the value of n. We also confirm that macroscopic mixing worsens the agreement with neutrino fluxes and that the current implementations of the magnetic Tayler instability are unable to explain the observations.","['G. Buldgen', 'A. Noels', 'A. M. Amarsi', 'D. Nandal', 'C. Pezzotti', 'R. Scuflaire', 'M. Deal', 'N. Grevesse']",7.0,11.0,4.0,arxiv.org/pdf/2501.03723,Solar and Stellar Astrophysics,,Astronomy and Astrophysics,,['Sun: helioseismology – Sun: oscillations – Sun: fundamenta l parameters – Sun: abundances 1'],2025-01-08
Exploring membership and variability in NGC 7419: An open cluster rich in super giants and Be type stars,"NGC 7419 is a young open cluster notable for hosting five Red Supergiants and a much higher abundance of Classical Be stars (CBe) than typical open clusters. We perform a membership analysis using GAIA DR3 data and machine learning techniques like Gaussian Mixture Models (GMM) and Random Forest (RF) and determine the cluster's mean distance to be 3.6 $\pm$ 0.7 kpc. We identify 499 GAIA-based members with a mass above $\sim$ 1.5 M$\odot$, and estimate the cluster's age to be $21.1 ^{+1.6}_{-0.6}$ Myr. Using our revised $H\alpha$ excess-based analysis, we find 42 CBe stars containing many known CBe stars, bringing the total number of CBe stars in NGC 7419 to 49 and the fraction of CBe to (B+CBe) members to 12.2 %. We investigate the variability of the candidate members from ZTF and NEOWISE data using standard deviation, median absolute deviation, and Stetson Index (J), and their periodicity using the Generalized Lomb Scargle Periodogram variability. We find that 66 % of CBe stars are variable: 23 % show periodic signals from pulsation or rotation, 41 \% exhibit variability from disk dynamics or binarity, and 14 % have long-term variations due to disk dissipation/formation. We also find that all pulsating CBe stars are early-type, while 50 \% of stars with long-term variations are early-type, and the other 50 % are mid-type. Our results agree with previous findings in the literature and confirm that CBe stars display variability through multiple mechanisms across different timescales.","['Arghya Chakraborty', 'Jessy Jose', 'Alex C. Carciofi']",14.0,21.0,4.0,arxiv.org/pdf/2501.03738,Solar and Stellar Astrophysics,['Astrophysics of Galaxies'],,,['membership – CBe stars – variability – periodicity 1 INTRODUCTION Classical Be (CBe) stars are a special class of B type stars in main sequence'],2025-01-08
Halo spin and orientation in Interacting Dark Matter Dark Energy Cosmology,"In recent years, the interaction between dark matter (DM) and dark energy has become a topic of interest in cosmology. Interacting dark matter-dark energy (IDE) models have a substantial impact on the formation of cosmological large-scale structures, which serve as the background for DM halo evolution. This impact can be examined through the shape and spin orientation of halos in numerical simulations incorporating IDE effects. In our work, we use the N-body simulation pipeline ME-GADGET to simulate and study the halo spin and orientation in IDE models. We found that in models where DM transfers into DE (IDE I), the alignment of halo shapes with the surrounding tidal field is enhanced, while the alignment of halo spins with the tidal field is decreased compared to {\Lambda}CDM. Conversely, in models where DE transfers into DM (IDE II), the opposite occurs. We have provided fitted functions to describe these alignment signals. Our study provides the foundation for more accurate modeling of observations in the future such as China Space Station Telescope.","['Guandi Zhao', 'Jiajun Zhang', 'Peng Wang', 'Ji Yao']",11.0,11.0,0.0,arxiv.org/pdf/2501.03750,Cosmology and Nongalactic Astrophysics,,,,[],2025-01-08
Conditions for radiative zones in the molecular hydrogen envelope of Jupiter and Saturn: The role of alkali metals,"Interior models of gas giants in the Solar System traditionally assume a fully convective molecular hydrogen envelope. However, recent observations from the Juno mission suggest a possible depletion of alkali metals in Jupiter's molecular hydrogen envelope, indicating that a stable radiative layer could exist at the kilobar level. Recent studies propose that deep stable layers help reconcile various Jupiter observations, including its atmospheric water and CO abundances and the depth of its zonal winds. However, opacity tables used to infer stable layers are often outdated and incomplete, leaving the precise molecular hydrogen envelope composition required for a deep radiative zone uncertain. In this paper, we determine atmospheric compositions that can lead to the formation of a radiative zone at the kilobar level in Jupiter and Saturn today. We computed radiative opacity tables covering pressures up to $10^5$ bar, including the most abundant molecules present in the gas giants of the Solar System, as well as contributions from free electrons, metal hydrides, oxides, and atomic species, using the most up-to-date line lists published in the literature. These tables were used to calculate Rosseland-mean opacities for the molecular hydrogen envelopes of Jupiter and Saturn, which were then compared to the critical mean opacity required to maintain convection. We find that the presence of a radiative zone is controlled by the existence of K, Na, and NaH in the atmosphere of Jupiter and Saturn. For Jupiter, the elemental abundance of K and Na must be less than $\sim 10^{-3}$ times solar to form a radiative zone. In contrast, for Saturn, the required abundance for K and Na is below $\sim 10^{-4}$ times solar.","['Louis Siebenaler', 'Yamila Miguel', 'Sam de Regt', 'Tristan Guillot']",10.0,14.0,1.0,arxiv.org/pdf/2501.03756,Earth and Planetary Astrophysics,,A&A,,['Planets and satellites: gaseous planets – Planets and satellites: atmospheres 1'],2025-01-08
High-frequency coronal Alfv\'enic waves observed with DKIST/Cryo-NIRSP,"The presence and nature of low-frequency (0.1-10~mHz) Alfvénic waves in the corona has been established over the last decade, with many of these results coming from coronagraphic observations of the infrared Fe XIII line. The Cryo-NIRSP instrument situated at DKIST has recently begun acquiring science quality data of the same Fe XIII line, with at least a factor of 9 improvement in spatial resolution, a factor 30 increase in temporal resolution and an increase in signal-to-noise, when compared to the majority of previously available data. Here we present an analysis of 1~s cadence sit-and-stare data from Cryo-NIRSP, examining the Doppler velocity fluctuations associated with the Fe XIII 1074~nm coronal line. We are able to confirm previous results of Alfvénic waves in the corona as well as explore a new frequency regime. The data reveals that the power law behaviour of the Doppler velocity power spectrum extends to higher frequencies. This result appears to challenge some models of photospheric-driven Alfvénic waves that predict a lack of high frequency wave power in the corona due to strong chromospheric damping. Moreover, the high-frequency waves do not transport as much energy as their low-frequency counterparts, with less time-averaged energy per frequency interval. We are also able to confirm the incompressible nature of the fluctuations with little coherence between the line amplitude and Doppler velocity time-series.","['Richard J. Morton', 'Momchil Molnar', 'Steven R. Cranmer', 'Thomas A. Schad']",8.0,20.0,1.0,arxiv.org/pdf/2501.03758,Solar and Stellar Astrophysics,,,,Alfven waves (23) — Magnetohydrodynamics (1964) — Infrared spectroscopy (2285) — Solar corona (1483) — Solar coronal waves (1995) ,2025-01-08
Implications of the intriguing constant inner mass surface density observed in dark matter halos,"It is known for long that the observed mass surface density of cored dark matter (DM) halos is approximately constant, independently of the galaxy mass (i.e., rhoc X rc simeq constant}, with rhoc and rc the central volume density and the radius of the core, respectively). Here we review the evidence supporting this empirical fact as well as its theoretical interpretation. It seems to be an emergent law resulting from the concentration-halo mass relation predicted by the current cosmological model, where the DM is made of collisionless cold DM particles (CDM). We argue that the prediction rhoc X rc simeq constant is not specific to this particular model of DM but holds for any other DM model (e.g., self-interacting) or process (e.g., stellar or AGN feedback) that redistributes the DM within halos conserving its CDM mass. In addition, the fact that rhoc X rc simeq constant is shown to allow the estimate of the core DM mass and baryon fraction from stellar photometry alone, particularly useful when the observationally-expensive conventional spectroscopic techniques are unfeasible.",['Jorge Sanchez Almeida'],11.0,19.0,0.0,arxiv.org/pdf/2501.03761,Astrophysics of Galaxies,,"""Galaxies""",,['Dark matter'],2025-01-08
Eclipsing binary systems with $\beta$ Cephei components. V1216 Sco,"We present a detailed analysis of the high-mass binary system V1216 Sco, an eclipsing Algol-type binary hosting a $\beta$ Cephei pulsator, with an orbital period of 3.92 days. This system was analyzed using TESS photometry and high-resolution spectroscopy from SALT HRS to investigate its orbital parameters, stellar properties, and evolutionary history. The TESS light curve, comprising over 12000 data points, revealed five independent pulsation frequencies within the beta Cephei range of 5 to 7 d$^{-1}$.Spectroscopic analysis provided radial velocities and disentangled atmospheric parameters, enabling precise orbital and evolutionary modeling. The system features a primary star of 11.72 M$_{\odot}$ and a secondary of 4.34 M$_{\odot}$. The secondary star has a radius near its Roche lobe, indicating recent or ongoing mass transfer. Evolutionary modeling with MESA-binary suggests that V1216 Sco underwent a case A mass transfer scenario, where mass transfer began while the donor was still on the main sequence. The system's evolutionary models indicate an age of 15 to 30 million years, highlighting the significant impact of binary interactions on stellar evolution.This study underscores the value of combining observational and theoretical approaches to understanding complex systems like V1216 Sco, emphasizing the role of mass transfer in shaping binary star evolution.","['A. Miszuda', 'C. I. Eze', 'F. Kahraman Alicavus', 'C. Johnston', 'G. Handler']",6.0,16.0,9.0,arxiv.org/pdf/2501.03770,Solar and Stellar Astrophysics,,A&A,,['Stars: binaries: close – Stars: evolution – Asteroseismology 1'],2025-01-08
Jet properties of FR0 radio galaxies: need for VLBI data,"Fanaroff-Riley (FR) type 0 radio galaxies are a subclass of radio-loud active galactic nuclei (AGN) that lack extended kpc-scale jets, different from the classical FRI and FRII radio galaxies. They constitute the most abundant population of radio galaxies in the local Universe (z<0.1), yet remain largely unexplored. VLBI observations of a limited number of FR0s demonstrated that their central supermassive black hole (SMBH) are able to lunch mostly two-sided jets, with mildly relativistic bulk speed. In this work, we highlight the need of further high-resolution radio observations to probe the jet structures of these compact radio galaxies, by showing exploratory results of our EVN+eMERLIN observation campaign of FR0s. A preliminary analysis of these recent data reveals a possible change of the jet direction at different scales. We shortly discuss their physical conditions to explain the observed jet compactness, stressing the role of the SMBH spin vector in shaping their radio morphology","['R. D. Baldi', 'G. Giovannini', 'A. Capetti', 'R. Lico']",4.0,4.0,0.0,arxiv.org/pdf/2501.03787,Astrophysics of Galaxies,['High Energy Astrophysical Phenomena'],,,[],2025-01-08
The occurrence of powerful flares stronger than X10 class in Solar Cycles,"Solar flares stronger than X10 (S-flares, >X10) are the highest class flares which significantly impact on the Sun's evolution and space weather. Based on observations of Geostationary Orbiting Environmental Satellites (GOES) at soft X-ray (SXR) wavelength and the daily sunspot numbers (DSNs) since 1975, we obtained some interesting and heuristic conclusions: (1) Both S-flares and the more powerful extremely strong flares (ES-flares, >X14.3) mostly occur in the late phases of solar cycles and low-latitude regions on the solar disk; (2) Similar to X-class flares, the occurrence of S-flares in each solar cycle is somewhat random, but the occurrence of ES-flares seems to be dominated by the mean DSN (Vm) and its root-mean-square deviation during the valley phase (Vd) before the cycle: the ES-flare number is strongly correlated with Vd, and the occurrence time of the first ES-flare is anti-correlated with Vd and Vm. These facts indicate that the higher the Vm and Vd, the stronger the solar cycle, the more the ES-flares and the earlier they occurred. We proposed that the Sun may have a low-latitude active zone (LAZ), and most ES-flares are generated from the interaction between LAZ and the newly emerging active regions. The correlations and the linear regression functions may provide an useful method to predict the occurrence of ES-flares in an upcoming solar cycle, which derives that solar cycle 25 will have about 2 ES-flares after the spring of 2027.","['Baolin Tan', 'Yin Zhang', 'Jing Huang', 'Kaifan Ji']",4.0,10.0,3.0,arxiv.org/pdf/2501.03791,Solar and Stellar Astrophysics,,,,['solar ﬂares — sunspot number — solar cycle 1'],2025-01-08
Mixing by Internal Gravity Waves in Stars: Assessing Numerical Simulations Against Theory,"Here we present a study of radial chemical mixing in non-rotating massive main-sequence stars driven by internal gravity waves (IGWs), based on multi-dimensional hydrodynamical simulations with the fully compressible code MUSIC. We examine two proposed mechanisms of material mixing in stars by IGWs that are commonly quoted, relating to thermal diffusion and sub-wavelength shearing. Thermal diffusion provides a non-restorative effect to the waves, leaving material displaced from its previous equilibrium, while shearing arising within the waves drives weak localised flows, mixing the fluid there. Using IGW spectra from the simulations, we evaluate theoretical predictions of mixing rates due to these mechanisms. We show, for $20M_\odot$ main-sequence stars, that neither of these mechanisms are likely to create mixing sufficient to correct inaccuracies in current stellar evolution models. Furthermore, we compare these predictions to results obtained from Lagrangian tracer particles, following a method recently used for global simulations of stellar interiors to measure mixing by IGWs in their radiative zones. We demonstrate that tracer particle methods face significant numerical challenges in measuring the small diffusion coefficients predicted by the aforementioned theories, for which they are prone to yielding artificially enhanced coefficients. Diffusion coefficients based on such methods are currently used with stellar evolution codes for asteroseismic studies, but should be viewed with caution. Finally, in a case where tracer particles do not suffer from numerical artefacts, we suggest that a diffusion model is not suitable for timescales typically considered by two-dimensional numerical simulations.","['Jack Morton', 'Thomas Guillet', 'Isabelle Baraffe', 'Adrien Morison', 'Arthur Le Saux', 'Dimitar Vlaykov', 'Tom Goffrey', 'Jane Pratt']",13.0,18.0,4.0,arxiv.org/pdf/2501.03796,Solar and Stellar Astrophysics,,,,['hydrodynamics – waves – stars: interiors – methods: numerical – asteroseismology – stars: evolution 1 INTRODUCTION Mixing through the stably stratified regions of stars is critical to their evolution'],2025-01-08
"TOI-5108 b and TOI 5786 b: Two transiting sub-Saturns detected and characterized with TESS, MaHPS and SOPHIE","We report the discovery and characterization of two sub-Saturns from the Transiting Exoplanet Survey Satellite (\textit{TESS}) using high-resolution spectroscopic observations from the MaHPS spectrograph at the Wendelstein Observatory and the SOPHIE spectrograph at the Haute-Provence Observatory. Combining photometry from TESS, KeplerCam, LCOGT, and MuSCAT2 with the radial velocity measurements from MaHPS and SOPHIE we measure precise radii and masses for both planets. TOI-5108 b is a sub-Saturn with a radius of $6.6 \pm 0.1$ $R_\oplus$ and a mass of $32 \pm 5$ $M_\oplus$. TOI-5786 b is similar to Saturn with a radius of $8.54 \pm 0.13$ $R_\oplus$ and a mass of $73 \pm 9$ $M_\oplus$. The host star for TOI-5108 b is a moderately bright (Vmag 9.75) G-type star. TOI-5786 is a slightly dimmer (Vmag 10.2) F-type star. Both planets are close to their host stars with periods of 6.75 days and 12.78 days respectively. This puts TOI-5108 b just inside the bounds of the Neptune desert while TOI-5786 b is right above the upper edge. We estimate hydrogen-helium envelope mass fractions of $38 \%$ for TOI-5108 b and $74 \% $ for TOI-5786 b. However, using a model for the interior structure that includes tidal effects the envelope fraction of TOI-5108 b could be much lower ($\sim 20\,\%$) depending on the obliquity. We estimate mass-loss rates between 1.0 * $10^9$ g/s and 9.8 * $10^9$ g/s for TOI-5108 b and between 3.6 * $10^8$ g/s and 3.5 * $10^9$ g/s for TOI-5786 b. Given their masses, this means that both planets are stable against photoevaporation. We also detect a transit signal for a second planet candidate in the TESS data of TOI-5786 with a period of 6.998 days and a radius of $3.83 \pm 0.16$ $R_\oplus$. Using our RV data and photodynamical modeling, we are able to provide a 3-$\sigma$ upper limit of 26.5 $M_\oplus$ for the mass of the potential inner companion to TOI-5786 b.","['Luis Thomas', 'Guillaume Hébrard', 'Hanna Kellermann', 'Judith Korth', 'Neda Heidari', 'Thierry Forveille', 'Sérgio G. Sousa', 'Laura Schöller', 'Arno Riffeser', 'Claus Gössl', 'Juan Serrano Bell', 'Flavien Kiefer', 'Nathan Hara', 'Frank Grupp', 'Juliana Ehrhardt', 'Felipe Murgas', 'Karen A. Collins', 'Allyson Bieryla', 'Hannu Parviainen', 'Alexandr A. Belinski', 'Emma Esparza-Borges', 'David R. Ciardi', 'Catherine A. Clark', 'Akihiko Fukui', 'Emily A. Gilbert', 'Ulrich Hopp', 'Kai Ikuta', 'Jon M. Jenkins', 'David W. Latham', 'Norio Narita', 'Louise D. Nielsen', 'Samuel N. Quinn', 'Enric Palle', 'Jan-Niklas Pippert', 'Alex S. Polanski', 'Christoph Ries', 'Michael Schmidt', 'Richard P. Schwarz', 'Sara Seager', 'Ivan A. Strakhov', 'Stephanie Striegel', 'Julian C. van Eyken', 'Noriharu Watanabe', 'Cristilyn N. Watkins', 'Joshua N. Winn', 'Carl Ziegler', 'Raphael Zöller']",13.0,25.0,7.0,arxiv.org/pdf/2501.03803,Earth and Planetary Astrophysics,,A&A,,['planets and satellites: detection – techniques: photometric – techniques: radial velocities – planets and satellites: gaseous planets – stars: planetary systems 1'],2025-01-08
Dimming GRS 1915+105 observed with NICER and Insight--HXMT,"The black hole X-ray binary GRS 1915+105 was bright for 26 years since its discovery and is well-known for its disk instabilities, quasi-periodic oscillations, and disk wind signatures. We report a long-term spectral-timing tracing of this source from mid-2017 until the onset of the ""obscured state"", based on the complete data from the Neutron Star Interior Composition Explorer (NICER) and the Insight--Hard X-ray Modulation Telescope (HXMT), whose hard coverage decisively informs the modeling at lower energies. In the soft state predating 2018, we observed highly ionized winds. However, in the hard state shortly before transitioning into the ""obscured state"" on May 14, 2019 (MJD 58617), the winds exhibited a discernible reduction in ionization degree ($\log \xi$), decreasing from above 4 to approximately 3. Our analysis involves the measurement of the frequencies of the quasi-periodic oscillations and the estimation of the properties of the ionized winds and the intensities of different spectral components through spectroscopy during the decay phase. We delve into the origin of these infrequently observed warm outflows in the hard state. It is found that the launching radius of the winds in the hard decay phase is similar to that in the soft state, indicating the launching mechanism of those winds in both states is likely the same. The presence of the ionized winds is preferentially dependent on the periphery of the accretion disk, but not directly related to the corona activities in the center of the binary system.","['M. Zhou', 'V. Grinberg', 'A. Santangelo', 'C. Bambi', 'Q. Bu', 'C. M. Diez', 'L. Kong', 'J. F. Steiner', 'Y. Tuo']",10.0,13.0,4.0,arxiv.org/pdf/2501.03804,High Energy Astrophysical Phenomena,,,,"['accretion disks – X-rays: individuals: GRS 1915 +105 – Stars: black holes 1', 'X-rays: binaries – Accretion']",2025-01-08
High-cadence stellar variability studies of RR Lyrae stars with DECam: New multi-band templates,"We present the most extensive set to date of high-quality RR Lyrae light curve templates in the griz bands, based on time-series observations of the Dark Energy Camera Plane Survey (DECaPS) East field, located in the Galactic bulge at coordinates (RA, DEC)(J2000) = (18:03:34, -29:32:02), obtained with the Dark Energy Camera (DECam) on the 4-m Blanco telescope at the Cerro Tololo Inter-American Observatory (CTIO). Our templates, which cover both fundamental-mode (RRab) and first-overtone (RRc) pulsators, can be especially useful when there is insufficient data for accurately calculating the average magnitudes and colors, hence distances, as well as to inform multi-band light curve classifiers, as will be required in the case of the Vera C. Rubin Observatory's Legacy Survey of Space and Time (LSST). In this paper, we describe in detail the procedures that were adopted in producing these templates, including a novel approach to account for the presence of outliers in photometry. Our final sample comprises 136 RRab and 144 RRc templates, all of which are publicly available. Lastly, in this paper we study the inferred Fourier parameters and other light curve descriptors, including rise time,skewness, and kurtosis, as well as their correlations with the pulsation mode, period, and effective wavelength.","['K. Baeza-Villagra', 'N. Rodriguez-Segovia', 'M. Catelan', 'A. Rest', 'A. Papageorgiou', 'C. E. Martinez-Vazquez', 'A. A. R. Valcarce', 'C. E. Ferreira Lopes', 'F. B. Bianco']",17.0,19.0,4.0,arxiv.org/pdf/2501.03813,Solar and Stellar Astrophysics,"['Astrophysics of Galaxies', 'Instrumentation and Methods for Astrophysics']",,,['Galaxy: bulge – methods: data analysis – stars: variables: RR Lyrae 1'],2025-01-08
