title,abstract,authors,figures,pages,tables,pdf_link,primary_subject,secondary_subjects,submitted_journal,published_journal,keywords,date,reason_removed
WALLABY pilot survey: Spatially resolved gas scaling relations within the stellar discs of nearby galaxies,"The scatter in global atomic hydrogen (HI) scaling relations is partly attributed to differences in how HI and stellar properties are measured, with HI reservoirs typically extending beyond the inner regions of galaxies where star formation occurs. Using pilot observations from the WALLABY survey, we present the first measurements of HI mass enclosed within the stellar-dominated regions of galaxies for a statistical sample of 995 local gas-rich systems, investigating the factors driving its variation. We examine how global HI scaling relations change when measurements are restricted to R25 and R24 -- the isophotal radii at 25 and 24 mag arcsec$^{-2}$ in the i-band -- and explore how the fraction of HI mass and HI surface density within these radii correlate with other galaxy properties. On average, 68% of the total HI mass is enclosed within R25 and 54% within R24, though significant variation exists between galaxies. The fraction of HI mass within R25 shows a mild correlation with stellar properties, with galaxies of higher stellar mass, greater stellar surface density, or redder colours enclosing a larger fraction of their HI reservoirs. These correlations do not significantly strengthen when considering R24. Conversely, global HI surface densities show no significant correlation with stellar mass or stellar surface density, but trends start emerging when these are measured within the inner regions of galaxies. The strongest correlation is observed with optical colour, with bluer galaxies having higher average HI surface densities within R25. This trend strengthens when we restrict from R25 to R24, suggesting a closer connection between inner HI reservoirs and star formation. This study underscores the value of (at least marginally) resolved HI surveys of statistical samples for advancing our understanding of the gas-star formation cycle in galaxies. [Abriged]","['Seona Lee', 'Barbara Catinella', 'Tobias Westmeier', 'Luca Cortese', 'Jing Wang', 'Kristine Spekkens', 'Nathan Deg', 'Helga Dénes', 'Ahmed Elagali', 'Bärbel S. Koribalski', 'Karen Lee-Waddell', 'Chandrashekar Murugeshan', 'Jonghwan Rhee', 'Lister Staveley-Smith', 'O. Ivy Wong', 'Benne W. Holwerda']",8.0,12.0,2.0,arxiv.org/pdf/2505.13961,Astrophysics of Galaxies,,,,['galaxies: general – galaxies: ISM – galaxies: statistics – radio lines: galaxies 1'],2025-05-21,Duplicate
XXII. Accurate stellar velocity dispersions of the SL2S lens sample and the lensing mass fundamental plane,"We reanalyze spectra taken as part of the SL2S lens galaxy survey, with the goal to obtain stellar velocity dispersion with precision and accuracy sufficient for time-delay cosmography. In order to achieve this goal, we impose stringent cuts on signal-to-noise ratio (SNR), and employ recently developed methods to mitigate and quantify residual systematic errors due to template libraries and fitting process. We also quantify the covariance across the sample. For galaxies with spectra with SNR > 20/Å, our new measurements have average random uncertainty of 3-4%, average systematic uncertainty of 2%, and covariance across the sample of 1%. We find negligible covariance between spectra taken with different instruments. The systematic uncertainty and covariance need to be included when the sample is used as an external dataset in time-delay cosmography. We revisit empirical scaling relations of lens galaxies based on the improved kinematics. We show that the SLS2 sample, the TDCOSMO time-delay lens sample, and the lower redshift SLACS sample follow the same correlation between effective radius, stellar velocity dispersion and lensing mass, known as the lensing mass fundamental plane, as that derived by Auger et al. (2010) assuming isothermal mass profiles for the deflectors. We also derive for the first time the lensing mass fundamental plane assuming free power-law mass density profiles, and show that the three samples also follow the same correlation. This is consistent with a scenario in which massive galaxies evolve by growing their radii and mass, but staying within the plane.","['Pritom Mozumdar', 'Shawn Knabel', 'Tommaso Treu', 'Alessandro Sonnenfeld', 'Anowar J. Shajib', 'Michele Cappellari', 'Carlo Nipoti']",13.0,18.0,3.0,arxiv.org/pdf/2505.13962,Astrophysics of Galaxies,,,,"['cosmology: distance scale – gravitational lensing: strong – Galaxy: kinematics and dynamics – Galaxies: elliptical and lenticular', 'cD 1']",2025-05-21,Duplicate
Deciphering the Formation and Dynamics of Double-decker Filament Through Component Magnetic Reconnection,"The formation of double-decker filaments has long been an enigma in the field of solar physics. Using stereoscopic observations from the Solar Dynamics Observatory and the Solar Terrestrial Relations Observatory, we show that the double-decker filament formed on 2013 August 30 resulted from the splitting of a braided magnetic flux rope. The splitting was driven by component magnetic reconnection between intertwined field lines, triggered by the rotational motion in a part of one filament footpoint. This mechanism, inferred from observed small jets, brightenings, and bidirectional mass flows, differs from the previous conclusion attributing filament splitting to magnetic reconnection between the legs of confining magnetic field lines within or above the filament. The splitting speed might be modulated by the reconnection speed, as evidenced by the correspondence between the filament's slow and fast rising phases and the intermittent and violent brightening stages. Following the splitting, the upper branch of the double-decker filament erupted as a coronal mass ejection (CME), giving rise to a GOES soft X-ray M1.2 flare. In conclusion, our observations present a new formation mechanism for double-decker filaments, and the subsequent partial eruption is likely attributable to the torus instability of the background coronal magnetic field. Moreover, the detection of small jets within the filament provides new insights into the role of component magnetic reconnection in localized coronal heating processes.","['Dongxu Liu', 'Yuandeng Shen', 'Yi Bi', 'Zehao Tang', 'Chengrui Zhou', 'Surui Yao']",6.0,14.0,1.0,arxiv.org/pdf/2505.13981,Solar and Stellar Astrophysics,,the ApJL,,['Sun: activity — Sun: flares — Sun: filaments — Sun: jets — Sun: magnetic fields 1'],2025-05-21,Duplicate
ThermoONet -- a deep learning-based small body thermophysical network: applications to modelling water activity of comets,"Cometary activity is a compelling subject of study, with thermophysical models playing a pivotal role in its understanding. However, traditional numerical solutions for small body thermophysical models are computationally intensive, posing challenges for investigations requiring high-resolution or repetitive modeling. To address this limitation, we employed a machine learning approach to develop ThermoONet - a neural network designed to predict the temperature and water ice sublimation flux of comets. Performance evaluations indicate that ThermoONet achieves a low average error in subsurface temperature of approximately 2% relative to the numerical simulation, while reducing computational time by nearly six orders of magnitude. We applied ThermoONet to model the water activity of comets 67P/Churyumov-Gerasimenko and 21P/Giacobini-Zinner. By successfully fitting the water production rate curves of these comets, as obtained by the Rosetta mission and the SOHO telescope, respectively, we demonstrate the network's effectiveness and efficiency. Furthermore, when combined with a global optimization algorithm, ThermoONet proves capable of retrieving the physical properties of target bodies.","['Shunjing Zhao', 'Xian Shi', 'Hanlun Lei']",8.0,13.0,3.0,arxiv.org/pdf/2505.14016,Earth and Planetary Astrophysics,"['Instrumentation and Methods for Astrophysics', 'Machine Learning']",,,"['neural network', 'comaetary activity 1', 'comet', 'thermal physics']",2025-05-21,Duplicate
Quasar identifications from the slitless spectra: a test from 3D-HST,"Slitless spectroscopy is a traditional method for selecting quasars. In this paper, we develop a procedure for selecting quasars (QSOs) using the 3D-HST G141 slitless spectra. We initially identify over 6,000 sources with emission lines broader than those typically found in emission line galaxies (ELGs) by analyzing the 1D spectra. These ``broad'' emission lines may originate from actual QSO broad lines ($\rm FWHM\geq1200~\rm km/s$) or the convolved narrow lines ($\rm FWHM = 200\sim 300\rm km/s$) in ELGs with effective radii $\geq$0.3"" (2.5Kpc at z=1). We then propose a criterion based on the reliability of the QSO component in the forward modeling results. Using the known QSOs, ELGs, and simulation spectra, we find that our criterion successfully selects about 90\% of known QSOs with H$\alpha$ or H$\beta$ line detection and point-like structures, with an ELG contamination rate of about 5\%. We apply this method to emission line sources without significant contamination and select 19 QSO candidates at redshift $z=0.12-1.56$. 12 of these candidates have Chandra X-ray detections. This sample covers a broader range of the rest-frame UV colors and has redder optical slopes compared to the SDSS QSOs, yet it is more likely to be composed of normal QSOs rather than little red dots. Through spectral analysis, the estimated black hole masses of the sample are $10^{6.9}-10^{8.3} M_{\odot}$. Our new candidates improve the completeness of the QSO sample at $z=0.8-1.6$ in the 3D-HST field. The proposed method will also be helpful for QSO selections via slitless spectroscopy in Euclid and the Chinese Space Station Telescope.","['Yuxuan Pang', 'Xue-Bing Wu', 'Yuming Fu', 'Rui Zhu', 'Tao Ji', 'Qinchun Ma', 'Xiaotong Feng']",15.0,22.0,4.0,arxiv.org/pdf/2505.14025,Astrophysics of Galaxies,,,,"['Active galactic nuclei (16) – Galactic and extragalactic astronomy (563) – Quasars (1319) – HST(761) – Infrared spectroscopy(2285) – Supermassive black holes (1663) 1 INTRODUCTION Sincethefirstidentificationsofquasars(QSOs)inthe1960s(Schmidt 1963)', 'astronomers have developed plenty of selection methods for QSOs']",2025-05-21,Duplicate
Selected open cluster sample for validating atmospheric parameters: Application to Gaia and other surveys,"Reliable stellar atmospheric parameters are essential for probing stellar structure and evolution, and for stellar population studies. However, various deviations appear in comparisons with different ground-based spectroscopic surveys. We aim to select high-quality open cluster members and employ the atmospheric parameters provided by the theoretical isochrones of open clusters as a benchmark to assess the quality of stellar atmospheric parameters from Gaia DR3 and other ground-based spectroscopic surveys, such as LAMOST DR11, APOGEE DR17, and GALAH DR4. We selected 130 open clusters with well-defined main sequences within 500 pc of the solar neighborhood as a benchmark sample to estimate the reference atmospheric parameters of the members from the best-fit isochrones of those clusters. By comparing the atmospheric parameters provided by different spectroscopic surveys to the theoretical parameters, we found that the atmospheric parameter deviation and the corresponding dispersions exhibit different variations. The atmospheric parameter deviations of F, G, and K-type stars are smaller than those of B, A, and M-type stars for most surveys. For most samples, the dispersion of Teff decreases as temperature decreases, whereas the dispersion of logg shows the opposite trend.","['Tong Tang', 'Songmei Qin', 'Jing Zhong', 'Yueyue Jiang', 'Li Chen']",11.0,11.0,4.0,arxiv.org/pdf/2505.14034,Solar and Stellar Astrophysics,['Astrophysics of Galaxies'],Astronomy & Astrophysics,,['open clusters and associations: general – stars: abundances – stars: fundamental parameters – stars: Hertzsprung-Russell and C-M diagrams – surveys: Gaia 1'],2025-05-21,Duplicate
The JCMT BISTRO-3 Survey: Variation of magnetic field orientations on parsec and sub-parsec scales in the massive star-forming region G28.34+0.06,"Magnetic fields play a significant role in star-forming processes on core to clump scales. We investigate magnetic field orientations and strengths in the massive star-forming clump P2 within the filamentary infrared dark cloud G28.34+0.06 using dust polarization observations made using SCUBA-2/POL-2 on the James Clerk Maxwell Telescope as part of the B-field In STar-forming Region Observations (BISTRO) survey. We compare the magnetic field orientations at the clump scale of ~2 parsecs from these JCMT observations with those at the core scale of ~0.2 parsecs from archival ALMA data, finding that the magnetic field orientations on these two different scales are perpendicular to one another. We estimate the distribution of magnetic field strengths, which range from 50 to 430 {\mu}G over the clump. The region forming the core shows the highest magnetic field strength. We also obtain the distribution of mass-to-flux ratios across the clump. In the region surrounding the core, the mass-to-flux ratio is larger than 1, which indicates the magnetic field strength is insufficient to support the region against gravitational collapse. Therefore, the change in the magnetic field orientation from clump to core scales may be the result of gravitational collapse, with the field being pulled inward along with the flow of material under gravity.","['Jihye Hwang', 'Kate Pattle', 'Chang Won Lee', 'Janik Karoly', 'Kee-Tae Kim', 'Jongsoo Kim', 'Junhao Liu', 'Keping Qiu', 'A-Ran Lyo', 'David Eden', 'Patrick M. Koch', 'Doris Arzoumanian', 'Ekta Sharma', 'Frédérick Poidevin', 'Doug Johnstone', 'Simon Coudé', 'Mehrnoosh Tahani', 'Derek Ward-Thompson', 'Archana Soam', 'Ji-hyun Kang', 'Thiem Hoang', 'Woojin Kwon', 'Nguyen Bich Ngoc', 'Takashi Onaka', 'Florian Kirchschlager', 'Motohide Tamura', 'Jungmi Kwon', 'Xindi Tang', 'Eun Jung Chung', 'Tyler L. Bourke', 'Eswaraiah Chakali', 'Tie Liu', 'Pierre Bastien', 'Ray S. Furuya', 'Shih-Ping Lai', 'Sheng-Jun Lin', 'Jia-Wei Wang', 'David Berry']",11.0,19.0,1.0,arxiv.org/pdf/2505.14047,Astrophysics of Galaxies,['Solar and Stellar Astrophysics'],,,['Star Formation (1569) — Interstellar Medium (847) — Magnetic fields (994) 1'],2025-05-21,Duplicate
"Zangetsu: A Candidate of Isolated, Quiescent, and Backsplash Ultra-Diffuse Galaxy in the COSMOS Field","Deep imaging surveys have changed our view of the low surface brightness (LSB) Universe. The ""renaissance"" of the low surface brightness dwarf galaxy population, as the prime example of such recent development, continues to challenge our understanding of galaxy formation. Here, We report the serendipitous discovery of Zangetsu, an isolated, quiescent, and distorted ultra-diffuse galaxy (UDG) candidate in the COSMOS field, using images from the Hyper Suprime-Cam Subaru Strategic Program (HSC-SSP). Zangetsu exhibits an extremely low central surface brightness ($\mathrm{\mu_{0,g}}=26.60\pm0.01$ mag arcsec$^{-2}$), a very shallow inner surface brightness profile ($\mathrm{n}_{\rm Sersic}=0.40\pm0.01$), and a large angular size ($\mathrm{R_e}\approx 10.44$ arcsec). Surprisingly, Zangetsu also has a quiescent stellar population ($\mathrm{g-i}=0.96$), an unusually elongated shape ($\mathrm{b/a}\sim 0.25$), and mild morphological asymmetry, making it a rare case among known UDGs. Surface brightness fluctuation analysis of HSC and Hubble Space Telescope (HST) images only provides a distance lower limit of $D>25.4$ Mpc (thus $\mathrm{R_e}>1.38$ kpc). However, Zangetsu remains an extreme outlier in the luminosity-size relation of known LSB galaxies, suggesting that it could be an exceptionally large and/or diffuse system. Classic internal or external UDG formation mechanisms alone struggle to explain such a system. A backsplash origin may account for its isolation and quiescent nature. This finding also raises the possibility that current works may overlook similarly extreme, elongated systems that could further our understanding of the LSB Universe.","['Leyao Wei', 'Song Huang', 'Jiaxuan Li', 'Zechang Sun', 'Mingyu Li', 'Jiaxin Tang']",11.0,25.0,1.0,arxiv.org/pdf/2505.14073,Astrophysics of Galaxies,,,,['Dwarf galaxies (416) — Galaxy photometry (611) — Galaxy structure (622) — Low surface bright- ness galaxies (940) 1'],2025-05-21,Duplicate
A Hubble constant estimation with dark standard sirens and galaxy cluster catalogues,"In this paper, we explore the possibility of using galaxy cluster catalogues to provide redshift support for a gravitational-wave dark standard siren measurement of the Hubble constant $H_0$. We adapt the cosmology inference pipeline gwcosmo to handle galaxy cluster catalogues. Together with binary black holes from the GWTC-3, we use galaxy cluster data from the PSZ2 and the eRASS catalogues. With these catalogues, we obtain $H_0 = 77^{+10}_{-10}$ and $81^{+8}_{-8}\, \text{km}\, \text{s}^{-1}\, \text{Mpc}^{-1}$ respectively, which demonstrates improvements on precision by factors of 10% and 38% respectively over the traditional galaxy catalogue result. This exploratory work paves the way towards precise and accurate cosmography making use of distant compact binary mergers from upcoming observing runs of the LIGO-Virgo-KAGRA detector network and future gravitational-wave observatories.","['Freija Beirnaert', 'Archisman Ghosh', 'Gergely Dálya']",7.0,8.0,0.0,arxiv.org/pdf/2505.14077,Cosmology and Nongalactic Astrophysics,['General Relativity and Quantum Cosmology'],,,['gravitational waves — cosmological parameters — galaxy clusters 1 INTRODUCTION Mergingcompactbinariesobservedingravitationalwaves(GWs)are standard distance indicators or standard sirens (Schutz 1986'],2025-05-21,Duplicate
Coronal Magnetometry with EUV Permitted Lines,"A major challenge in solar physics is to obtain empirical information on the magnetic field of the million-degree plasma of the solar corona. To this end, we need observables of the solar radiation sensitive to the coronal magnetic field. The most familiar observables are the polarization signals of visible and near-infrared forbidden lines of highly ionized species and some ultraviolet permitted lines, like hydrogen Lyman-{\alpha}. While the coronal radiation in these spectral lines can only be detected for off-limb line of sights, the coronal radiation from permitted extreme ultraviolet (EUV) lines can be observed also on the solar disk. These coronal lines are mainly collisionally excited, but it has been pointed out that some permitted EUV lines can actually be linearly polarized if their lower level carries atomic alignment, and that their linear polarization is sensitive to the orientation of the coronal magnetic field (see Manso Sainz & Trujillo Bueno 2009). Here we theoretically investigate the linear polarization in permitted EUV lines of a variety of ions: Fe X, Fe XI, Fe XIII, Fe XIV, Si IX, and Si X. To this end, we have developed a numerical code, which we have applied to investigate the linear polarization and magnetic sensitivity of many permitted EUV lines in a one-dimensional model of the solar corona, providing a list of the most promising lines to be further investigated for polarimetry with future space telescopes. Our next step will be to extend this work by using state-of-the-art three-dimensional coronal models.","['Nataliia G. Shchukina', 'Javier Trujillo Bueno', 'Supriya Hebbur Dayananda', 'Rafael Manso Sainz', 'Andrii V. Sukhorukov']",7.0,18.0,3.0,arxiv.org/pdf/2505.14084,Solar and Stellar Astrophysics,,The Astrophysical Journal,,['line: proﬁles — polarization — radiative transfer — Sun: cor ona 1'],2025-05-21,Duplicate
No Evidence for Second-Scale Periodicity in FRB 20201124A from FAST Observations,"Fast Radio Bursts (FRBs) are bright and short radio flashes of cosmological origin. Although a great number of FRBs were detected in the last two decades, their progenitors and the physical processes that create them are unknown. In recent years, magnetars have been proposed as one of the leading progenitor candidates. A striking feature that can hint at such a magnetar origin is second-scale periodicity. In this paper, we define a robust procedure to search for such periodicity and estimate the significance of its results. We search for such periodicity in the bursts of FRB 20201124A, observed by the Five-hundred-meter Aperture Spherical Telescope (FAST) between April and June 2021. Our analysis does not find any significant periodicity. We discuss the differences between our non-detection and the ~1.7s periodicity claim by C. Du et al. (2025).","['Dotan Gazith', 'Barak Zackay']",4.0,7.0,0.0,arxiv.org/pdf/2505.14219,High Energy Astrophysical Phenomena,['Instrumentation and Methods for Astrophysics'],,,[],2025-05-21,Duplicate
3D matter power spectrum correspondence to 1D Lyman-alpha flux power spectrum,"The 3D distribution of matter at small scales encodes valuable information about the nature of dark matter and other fundamental physics. A prominent probe of such scales outside galaxies is the Lyman-alpha forest, which studies absorption features in the spectra of high-redshift quasars caused by neutral hydrogen. The measured quantity is the power spectrum of the absorbed flux, which indirectly traces the underlying matter distribution. However, the connection between the measured flux power spectrum and the underlying 3D dark matter power spectrum is highly nontrivial. The flux power spectrum (i) represents a one-dimensional projection of the density field; (ii) traces only neutral hydrogen, subject to thermodynamic pressure; and (iii) is a nonlinear function of local matter density. Additionally, thermal broadening and redshift-space distortions-determined not only by the hydrogen distribution but also by its thermal state and local velocity field-further complicate interpretation. To robustly constrain dark matter properties using the Lyman-alpha forest, these systematics must be carefully modeled and controlled. In this paper, we present a simple phenomenological recipe for mapping the 3D matter power spectrum to the flux power spectrum. We first motivate our approach in the linear regime, then extend it to later times and into the nonlinear regime. We validate our model against a broad suite of warm and cold dark matter simulations, demonstrating that our recipe yields consistent and accurate estimates across a wide parameter space.","['Ivan Ridkokasha', 'Andres Aramburo-Garcia', 'Kyrylo Bondarenko', 'Anastasia Sokolenko', 'Matthieu Schaller', 'Alexey Boyarsky']",13.0,22.0,1.0,arxiv.org/pdf/2505.14258,Cosmology and Nongalactic Astrophysics,,,,[],2025-05-21,Duplicate
Application of Deep Learning to the Classification of Stokes Profiles: From the Quiet Sun to Sunspots,"The morphology of circular polarisation profiles from solar spectropolarimetric observations encode information about the magnetic field strength, inclination, and line-of-sight velocity gradients. Previous studies used manual methods or unsupervised machine learning (ML) to classify the shapes of circular polarisation profiles. We trained a multi-layer perceptron (MLP) comparing classifications with unsupervised ML. The method was tested on quiet Sun datasets from DKIST, Hinode, and GREGOR, as well as simulations of granulation and a sunspot. We achieve validation metrics typically close to or above $90\%$. We also present the first statistical analysis of quiet Sun DKIST/ViSP data using inversions and our supervised classifier. We demonstrate that classifications with unsupervised ML alone can introduce systemic errors that could compromise statistical comparisons. DKIST and Hinode classifications in the quiet Sun are similar, despite our modelling indicating spatial resolution differences should alter the shapes of circular polarization signals. Asymmetrical (symmetrical) profiles are less (more) common in GREGOR than DKIST or Hinode data, consistent with narrower response functions in the $1564.85$ nm line. Single-lobed profiles are extremely rare in GREGOR data. In the sunspot simulation, the $630.25$ nm line produces ``double' profiles in the penumbra, likely a manifestation of magneto-optical effects in horizontal fields; these are rarer in the $1564.85$ nm line. We find the $1564.85$ nm line detects more reverse polarity magnetic fields in the penumbra in contradiction to observations. We detect mixed-polarity profiles in nearly one fifth of the penumbra. Supervised ML robustly classifies solar spectropolarimetric data, enabling detailed statistical analyses of magnetic fields.","['Ryan James Campbell', 'Mihalis Mathioudakis', 'Carlos Quintero Noda', 'Peter Keys', 'David Orozco Suárez']",11.0,20.0,3.0,arxiv.org/pdf/2505.14275,Solar and Stellar Astrophysics,,ApJ,,['Concept: Classification – Concept: neural networks – Sun: photosphere — Sun: magnetic fields 1'],2025-05-21,Duplicate
The first direct imaging of the silhouette of a damped Lyman $α$ system along the line-of-sight to a background galaxy,"The H~{\sc i} gas distribution in damped Lyman $\alpha$ absorbers (DLAs) has remained elusive due to the point-source nature of background quasar emission. Observing DLAs against spatially extended background galaxies provides a new method for constraining their size and structure. Using the Keck Cosmic Web Imager, we present the first ``silhouette'' image of a DLA at $z=3.34$, identified in the spectrum of a background galaxy at $z=3.61$. Although the silhouette remains unresolved due to limited spatial resolution, this represents a successful proof-of-concept for studying DLA morphology using extended background sources. Possible residual emission in the DLA trough suggests an optical depth contrast exceeding $10^7$ in the internal structure, implying a sharp edge or patchy structure. A Lyman $\alpha$ emitter (LAE) at $z_{\rm LAE}=3.3433\pm0.0005$, consistent with the DLA redshift, is detected at an angular separation of $1.''73\pm0.''28$ ($12.9\pm2.1$ kpc). The DLA is surrounded by three galaxies within 140 kpc in projected distance and 500 km s$^{-1}$ in line-of-sight velocity, indicating that it resides in the circumgalactic medium of the LAE or within a galaxy group/protocluster environment. An O~{\sc i} $\lambda1302$ absorption at $z_{\rm OI}=3.3288\pm0.0004$ is also detected along the line of sight. This absorber may trace metal-enriched outflow from the LAE or a gas-rich galaxy exhibiting the highest star formation activity among the surrounding galaxies. Future large spectroscopic surveys of galaxies will expand such a DLA sample, and three-dimensional spectroscopy for it will shed new light on the role of intergalactic dense gas in galaxy formation and evolution.","['Fuga Komori', 'Akio K. Inoue', 'Ken Mawatari', 'Yuma Sugahara', 'Hideki Umehata', 'Rhythm Shimakawa', 'Satoshi Yamanaka', 'Takuya Hashimoto', 'Jorryt Matthee', 'Toru Misawa']",10.0,15.0,8.0,arxiv.org/pdf/2505.14293,Cosmology and Nongalactic Astrophysics,['Astrophysics of Galaxies'],MNRAS,,['(galaxies:) intergalactic medium – (galaxies:) quasars: absorption lines – galaxies: evolution 1 INTRODUCTION The supply of neutral hydrogen (H i) gas from the circumgalactic medium (CGM) and the intergalactic medium (IGM) is essential for galaxies to continue star formation (e'],2025-05-21,Duplicate
"CORALIE radial-velocity search for companions around evolved stars (CASCADES) IV: New planetary systems around HD 87816, HD 94890, and HD 102888 and an update on HD 121056","With around 200 detections of exoplanets around giant stars to date, our knowledge of the population of exoplanets orbiting evolved hosts more massive than the Sun remains limited. The CORALIE radial-velocity search for companions around evolved stars (CASCADES) was launched in 2006 with the aim of improving our understanding of the demographics of exoplanets around intermediate-mass stars, by studying them once they have evolved off the main sequence. We intend to refine the current sample of known exoplanets orbiting intermediate-mass (1.5 - 5 M$_\odot$) giant stars of spectral types G and early K. We searched for exoplanets orbiting the four stars HD 87816, HD 94890, HD 102888, and HD 121056. We used data obtained with the CORALIE spectrograph, mounted on the Leonhard Euler Swiss telescope located at La Silla Observatory in Chile. We gathered high-precision radial-velocity measurements over more than ten years for each of the aforementioned targets. We started by performing a search for periodic signals in the radial-velocity time series of the four targets by using periodograms. Following this, we fit for a Keplerian model using the significant peak with the highest power of the periodogram as the starting guess for the period. We then subtracted this model and repeated the procedure iteratively on the residuals until no significant peaks were found. Finally, to explore the posterior distribution of our models, the final solution was determined using a Markov chain Monte Carlo approach. We report the discovery of five new massive planets around HD 87816, HD 94890, and HD 102888 as well as the presence of a distant, potentially substellar, companion around HD 102888. We confirm the presence of a previously announced exoplanet orbiting the HD 121056 multi-object system with a period of 89 days and propose an update to the period of the outer companion.","['E. Fontanet', 'S. Udry', 'D. Ségransan', 'P. Figueira', 'J. A. Acevedo Barroso', 'B. Akinsanmi', 'M. Attia', 'M. Battley', 'S. Bhatnagar', 'M. Bugatti', 'Y. Carteret', 'H. Chakraborty', 'A. Deline', 'C. Farret Jentink', 'Y.G.C. Frensch', 'M. Houelle', 'B. Lavie', 'C. Lovis', 'M. Mayor', 'A. Nigioni', 'G. Ottoni', 'F. Pepe', 'D. J. M. Petit dit de la Roche', 'M. Shinde', 'N. C. Santos', 'S. Tavella', 'N. Unger', 'G. Viviani']",14.0,10.0,8.0,arxiv.org/pdf/2505.14317,Earth and Planetary Astrophysics,['Solar and Stellar Astrophysics'],A&A,,"['HD 102888', 'HD 94890', 'HD 121056 – planetary systems 1', 'instrumentation: spectrographs – methods: observational – techniques: radial velocities – stars: individual: HD 87816']",2025-05-21,Duplicate
Non-ideal MHD simulations of hot Jupiter atmospheres,"In Hot Jupiters (HJs), atmospherically induced magnetic fields are expected to play an important role in controlling the wind circulation and in determining their inflated radii. Here we perform 1D plane-parallel magnetohydrodynamic (MHD) simulations of HJ atmospheric columns, using the wind and thermodynamic profiles generated by global circulation models of different exo-planets. We quantitatively investigate the effects of magnetic field winding and Ohmic dissipation (previously considered in several works), with the addition of Hall drift and ambipolar diffusion. The main effect is the magnetic field winding in the full non-linear regime, with local azimuthal fields reaching maximum values up to ${\cal O}(10^2)$ G at the shear layer (typical pressure $\sim 1$ bar), much stronger than the assumed background field generated in the planetary interior. The associated meridional currents undergo Ohmic dissipation, with local heating efficiencies of at least $\sim$ ${10^{-6}}-10^{-3}$ (considering only these shallow layers). In addition to the dominant winding vs. Ohmic balance, the presence of the Hall and ambipolar terms have a non-negligible contribution in shaping and twisting the induced magnetic field at $p\lesssim 1$ bar; however this effect is only apparent for the hottest planets. Our results, though limited by construction to a plane-parallel approximation of the sub-stellar columns and with a simplified setup that cannot consistently include the magnetic drag on the wind, assess the non-linearity and complexity of the magnetic induction in HJs atmospheres, and call for a self-consistent inclusion of MHD effects in Ohmic dissipation studies and circulation models, beyond the often-assumed perturbative regime.","['Clàudia Soriano-Guerrero', 'Daniele Viganò', 'Rosalba Perna', 'Albert Elias-López', 'Hayley Beltz']",10.0,18.0,2.0,arxiv.org/pdf/2505.14342,Earth and Planetary Astrophysics,,,,['planets and satellites: magnetic fields'],2025-05-21,Duplicate
Cen A hotspot in Ultra-High-Energy Cosmic Rays illuminated by M83 or Cen A?,"The standard assumption about the influence of the turbulent intergalactic magnetic field (IGMF) on the images of ultra-high-energy cosmic rays (UHECR) sources is that the latter are formed in a random walk mode in the deflection angle. As a result, the images are symmetrically broadened to angular scales proportional to the IGMF strength and the square root of its correlation length. We demonstrate that when the size of the emitting region is smaller than the correlation length of the IGMF, a new focusing regime emerges. In this regime, significant deviations from the standard random walk approximation occur even when the distance between the source and the observer exceeds several tens of IGMF correlation lengths. The angular size of the resulting images is typically smaller than predicted by random walk, and the IGMF causes a systematic shift of the entire image away from the true source direction. This introduces additional uncertainty in the search for UHECR sources. We show that the excess observed by Pierre Auger Observatory in the direction of Cen A can be explained by the contribution of M83, provided that the image shift occurs as predicted by some models of the Galactic magnetic field (GMF) and that the IGMF plays a minor role due to its low strength and short coherence length. Alternatively, Cen A may indeed be the true source of the excess, as certain realizations of the IGMF can compensate the deflection caused by the GMF.","['K. Dolgikh', 'A. Korochkin', 'G.Rubtsov', 'D. Semikoz', 'I. Tkachev']",7.0,9.0,0.0,arxiv.org/pdf/2505.14344,High Energy Astrophysical Phenomena,,,,[],2025-05-21,Duplicate
