title,ads_bibcode,affiliations,total_citations,non_self_citations,status
Radiation magnetohydrodynamics simulations of Population III star formation during the Epoch of Reionization,2025arXiv251111314V,,0,0,success
Formation and disruption of resonant chains of super-Earths: Secular perturbations from outer eccentric embryos,2025arXiv251111328O,,0,0,success
Close-in compact super-Earth systems emerging from resonant chains: slow destabilization by unseen remnants of formation,2025arXiv251111329G,,0,0,success
A glitch in the millisecond pulsar J0900$-$3144,2026MNRAS.545S2034B,"Bhat, Bhavnesh: Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, The University of Manchester, Manchester M13 9PL, UK;; Keith, Michael J.: Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, The University of Manchester, Manchester M13 9PL, UK;; Cognard, Ismaël: LPC2E, OSUC, Univ Orleans, CNRS, CNES, Observatoire de Paris, F-45071 Orleans, France; ORN, Observatoire de Paris, Université PSL, Univ Orléans, CNRS, F-18330 Nançay, France; Guillemot, Lucas: LPC2E, OSUC, Univ Orleans, CNRS, CNES, Observatoire de Paris, F-45071 Orleans, France; ORN, Observatoire de Paris, Université PSL, Univ Orléans, CNRS, F-18330 Nançay, France; Lower, Marcus E.: Centre for Astrophysics and Supercomputing, Swinburne University of Technology, PO Box 218, Hawthorn, VIC 3122, Australia;; Miles, Matthew T.: ARC Centre of Excellence for GW Discovery (OzGrav), Swinburne University of Technology, PO Box 218, Mail H11, VIC 3122, Australia; Department of Physics and Astronomy, Vanderbilt University, 2301 Vanderbilt Place, Nashville, TN 37235, USA; Reardon, Daniel J.: Centre for Astrophysics and Supercomputing, Swinburne University of Technology, PO Box 218, Hawthorn, VIC 3122, Australia; ARC Centre of Excellence for GW Discovery (OzGrav), Swinburne University of Technology, PO Box 218, Mail H11, VIC 3122, Australia;; Shaifullah, Golam: Dipartimento di Fisica 'G. Occhialini', Università degli Studi di Milano-Bicocca, Piazza della Scienza 3, I-20126 Milano, Italy; INFN, Sezione di Milano-Bicocca, Piazza della Scienza 3, I-20126 Milano, Italy; INAF ─ Osservatorio Astronomico di Cagliari, via della Scienza 5, I-09047 Selargius (CA), Italy;; Shannon, Ryan M.: Centre for Astrophysics and Supercomputing, Swinburne University of Technology, PO Box 218, Hawthorn, VIC 3122, Australia; ARC Centre of Excellence for GW Discovery (OzGrav), Swinburne University of Technology, PO Box 218, Mail H11, VIC 3122, Australia;; Stappers, Benjamin W.: Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, The University of Manchester, Manchester M13 9PL, UK;; Theureau, Gilles: LPC2E, OSUC, Univ Orleans, CNRS, CNES, Observatoire de Paris, F-45071 Orleans, France; ORN, Observatoire de Paris, Université PSL, Univ Orléans, CNRS, F-18330 Nançay, France; Wang, Shuangqiang: CSIRO Astronomy and Space Science, PO Box 76, Epping, NSW 1710, Australia; Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Urumqi, Xinjiang 830011, China;; Zic, Andrew: Centre for Astrophysics and Supercomputing, Swinburne University of Technology, PO Box 218, Hawthorn, VIC 3122, Australia;; Shaw, Benjamin: Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, The University of Manchester, Manchester M13 9PL, UK;",0,0,success
Recalibrating Inflation: Insights from Starobinsky Gravity,2025arXiv251111339M,,0,0,success
Shadow-Induced Warps in Protoplanetary disks,2025ApJ...995L..33Z,"Zhang, Shangjia: Department of Astronomy, Columbia University, 538 West 120th Street, Pupin Hall, New York, NY 10027, USA; Zhu, Zhaohuan: Department of Physics and Astronomy, University of Nevada, Las Vegas, 4505 South Maryland Parkway, Las Vegas, NV 89154, USA; Nevada Center for Astrophysics, University of Nevada, Las Vegas, NV 89154, USA; Fairbairn, Callum W.: Institute for Advanced Study, 1 Einstein Drive, Princeton, NJ 08540, USA",0,0,success
Boost operator approach to the relativistic polarized SZ effect,2025arXiv251111377R,,0,0,success
Modeling the Multi-Wavelength Afterglow of Short Gamma-Ray Bursts with a Plateau Phase,2025arXiv251111396D,,0,0,success
Smoothed Particle Hydrodynamics in pkdgrav3 for Shock Physics Simulations I: Hydrodynamics,2025arXiv251111425M,,0,0,success
Star clusters in the gamma-ray sky,2025arXiv251111432P,,0,0,success
Planetary nebulae as tracers of stellar population properties: a pilot study with MUSE,2025MNRAS.tmp.1932E,"Ennis, Ana Inés: Perimeter Institute for Theoretical Physics, Waterloo, Ontario N2L 2Y5, Canada; Waterloo Centre for Astrophysics, University of Waterloo, Waterloo, Ontario, N2L 3G1, Canada; Hartke, Johanna: Finnish Centre for Astronomy with ESO (FINCA), FI-20014 University of Turku, Finland; Tuorla Observatory, Department of Physics and Astronomy, FI-20014 University of Turku, Finland; Turku Collegium for Science, Technology and Medicine (TCSMT), FI-20014 University of Turku, Finland; Bian, Fuyan: European Southern Observatory, Alonso de Córdova, Vitacura, Santiago, Chile; Chinese Academy of Sciences South America Center for Astronomy, National Astronomical Observatories, CAS, Beijing 100101, China; Pulsoni, Claudia: Max-Planck-Institut für Extraterrestrische Physik (MPE), Gießenbachstraße 1, 85748 Garching bei München, Germany;; Spiniello, Chiara: Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK; INAF - Osservatorio Astronomico di Capodimonte, Salita Moiariello 16, 80131 - Napoli, Italy; Arnaboldi, Magda: European Southern Observatory, Karl-Schwarzschild-Straße 2, 85748 Garching bei München, Germany; de Propris, Roberto: Finnish Centre for Astronomy with ESO (FINCA), FI-20014 University of Turku, Finland; Tuorla Observatory, Department of Physics and Astronomy, FI-20014 University of Turku, Finland; Department of Physics and Astronomy, Botswana International University of Science and Technology, Private Bag 16, Palapye, Botswana",0,0,success
A 34.6-day transiting sub-Neptune in the TOI-1422 planetary system,2025MNRAS.tmp.2003N,"Naponiello, L.: INAF - Osservatorio Astrofisico di Torino, Via Osservatorio 20, 10025 Pino Torinese, Italy;; Leonardi, P.: Dipartimento di Fisica, Università di Trento, Via Sommarive 14, I-38123 Povo, Italy; Dipartimento di Fisica e Astronomia, Università degli Studi di Padova, Vicolo dell'Osservatorio 3, I-35122 Padova, Italy; Damasso, M.: INAF - Osservatorio Astrofisico di Torino, Via Osservatorio 20, 10025 Pino Torinese, Italy; Steinmeyer, M.-L.: Institute for Particle Physics and Astrophysics, ETH Zürich, Otto-Stern-Weg 5, 8093 Zürich, Switzerland;; Stalport, M.: Space sciences, Technologies and Astrophysics Research (STAR) Institute, Université de Liège, Allée du 6 Août 19C, 4000 Liège, Belgium; Astrobiology Research Unit, Université de Liège, Allée du 6 Août 19C, 4000 Liège, Belgium; Dorn, C.: Institute for Particle Physics and Astrophysics, ETH Zürich, Otto-Stern-Weg 5, 8093 Zürich, Switzerland; Bonomo, A. S.: INAF - Osservatorio Astrofisico di Torino, Via Osservatorio 20, 10025 Pino Torinese, Italy; Mancini, L.: INAF - Osservatorio Astrofisico di Torino, Via Osservatorio 20, 10025 Pino Torinese, Italy; Department of Physics, University of Rome 'Tor Vergata', Via della Ricerca Scientifica 1, 00133 Rome, Italy; Max Planck Institute for Astronomy, Königstuhl 17, 69117 Heidelberg, Germany;; Sozzetti, A.: INAF - Osservatorio Astrofisico di Torino, Via Osservatorio 20, 10025 Pino Torinese, Italy; Benatti, S.: INAF - Osservatorio Astronomico di Palermo, Piazza del Parlamento 1, 90134, Palermo, Italy; Colombo, S.: INAF - Osservatorio Astronomico di Palermo, Piazza del Parlamento 1, 90134, Palermo, Italy; Cosentino, R.: Fundación Galileo Galilei - INAF, Rambla José Ana Fernandez Pérez 7, 38712 Breña Baja, TF, Spain",0,0,success
Looking at infrared background radiation anisotropies with Spitzer II. Small scale anisotropies and their implications for new and upcoming space surveys,2025arXiv251111501K,,0,0,success
Mutated Hilltop Inflation in the Era of Present and Future CMB Experiments,2025arXiv251111534P,,1,1,success
Probing the era of giant collisions: millimeter observations of the HD 166191 system,2025arXiv251111535W,,0,0,success
Gravitational wave standard sirens from GWTC-3 combined with DESI DR2 and DESY5: A late-universe probe of the Hubble constant and dark energy,2025arXiv251112017S,,4,1,success
Accuracy and Applicability of the Hartle-Thorne and Komatsu-Eriguchi-Hachisu Methods for Modeling Rotating Neutron Stars,2025arXiv251110996K,,0,0,success
Dual core system candidates: a sample of objects with large velocity offset between absorption and narrow emission lines,2025arXiv251112021Q,,0,0,success
Chemically primitive dwarf accretion reignites the inner disk assembly of Malin 1,2025ApJ...995L..10K,"Kataria, Manish: Inter-University Centre for Astronomy and Astrophysics, Pune 411007, India; Saha, Kanak: Inter-University Centre for Astronomy and Astrophysics, Pune 411007, India",0,0,success
Modeling stellar convective transport with plumes : II. Transport Properties of Locally and Non-locally driven Convection,2025arXiv251112824M,,0,0,success
Near-infrared [P II] and [Fe II] line mapping of Galactic supernova remnants,2025arXiv251112891K,,0,0,success
"SN 2016iog: A fast declining Type II-L supernova with an ultra-faint tail, persistently interacting with circumstellar material",2025arXiv251112929P,,0,0,success
Orbit Elements from Kepler Solutions in Projective Coordinates,2025arXiv251112957P,,0,0,success
Helical Magnetic Field in the Acceleration--Collimation Zone of the M87 Jet,2025arXiv251113008P,,0,0,success
AGN feedback in merging galaxies with a SMUGGLE multiphase ISM,2025MNRAS.tmp.1953S,"Sivasankaran, Aneesh: Department of Physics, University of Florida, Gainesville, Florida 32601, USA;; Blecha, Laura: Department of Physics, University of Florida, Gainesville, Florida 32601, USA; Torrey, Paul: Department of Astronomy, University of Virginia, 530 McCormick Road, Charlottesville, VA 22903, USA; Virginia Institute for Theoretical Astronomy, University of Virginia, Charlottesville, VA 22904, USA; The NSF-Simons AI Institute for Cosmic Origins, USA;; Kelley, Luke Zoltan: Department of Astronomy, University of California at Berkeley, 501 Campbell Hall, Berkeley, CA 94720, USA;; Bhowmick, Aklant: Department of Astronomy, University of Virginia, 530 McCormick Road, Charlottesville, VA 22903, USA; Virginia Institute for Theoretical Astronomy, University of Virginia, Charlottesville, VA 22904, USA; The NSF-Simons AI Institute for Cosmic Origins, USA;; Vogelsberger, Mark: Department of Physics, Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA;; Hernquist, Lars: Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, MA 02138, USA; Marinacci, Federico: Department of Physics &amp; Astronomy 'Augusto Righi', University of Bologna, via Gobetti 93/2, 40129 Bologna, Italy; INAF, Astrophysics and Space Science Observatory Bologna, Via P. Gobetti 93/3, I-40129 Bologna, Italy;; Sales, Laura V.: University of California, Riverside, 900 University Ave., Riverside, CA 92521, USA",0,0,success
Thermal infrared characterization of spatially unresolved resident space objects: Prospects from analytical two-component modeling,2025arXiv251113030C,,0,0,success
Reheating and Inflationary dynamics driven by an inverse tangent potential,2025arXiv251113045A,,0,0,success
"The B[e] Phenomenon in Supergiants. A Result of Mass Transfer in Binaries, Mergers, or What?",2025arXiv251113058M,,0,0,success
Topological Signatures of Heating and Dark Matter in the 21 cm Forest,2025arXiv251113092S,,1,0,success
Wide-Field X-ray Polarimetry for High Energy Astronomical Transients: First results of the pathfinder CXPD Cubesat Mission,2025arXiv251113094L,,1,0,success
Orbital Eccentricities Suggest a Gradual Transition from Giant Planets to Brown Dwarfs,2025arXiv251112816G,,1,1,success
Prospects for detecting periodic or sharp fast-time features in the supernova neutrino lightcurve with IceCube,2025arXiv251113148B,,0,0,success
Infrared photometry and CaT spectroscopy of the most metal-poor in-situ globular cluster VVV-CL001,2025arXiv251113161H,,0,0,success
Spectral component imaging of solar X-ray flares,2025arXiv251113213S,,0,0,success
Probing the Nature of Dark Matter Self-Interactions Through Observations of Massive Black Hole Mergers,2025arXiv251113220H,,0,0,success
Natural gradient descent for improving variational inference based classification of radio galaxies,2025arXiv251113224M,,0,0,success
The Spontaneous Genesis of Solar Prominence Structures Driven by Supergranulation in Three-Dimensional Simulations,2025arXiv251113252C,,0,0,success
Vortex creep heating in neutron star cooling with direct Urca processes in heavy neutron stars,2025arXiv251113263N,,1,1,success
"TransFit-CSM: A Fast, Physically Consistent Framework for Interaction-Powered Transients",2025arXiv251113265Z,,0,0,success
Unveiling the nature of the Einstein Probe transient EP 241021a,2025MNRAS.tmp.1943Q,"Quirola-Vásquez, J.: Department of Astrophysics/IMAPP, Radboud University Nijmegen, P.O. Box 9010, Nijmegen, 6500 GL, The Netherlands; Jonker, P. G.: Department of Astrophysics/IMAPP, Radboud University Nijmegen, P.O. Box 9010, Nijmegen, 6500 GL, The Netherlands; Levan, A. J.: Department of Astrophysics/IMAPP, Radboud University Nijmegen, P.O. Box 9010, Nijmegen, 6500 GL, The Netherlands; University of Warwick, Department of Physics, Coventry, CV4 7AL, United Kingdom; Malesani, D. B.: The Cosmic Dawn Centre (DAWN), Denmark; Niels Bohr Institute, University of Copenhagen, Jagtvej 155, DK-2200, Copenhagen N, Denmark; Bauer, F. E.: Instituto de Alta Investigación, Universidad de Tarapacá, Casilla 7D, Arica, Chile; Sarin, N.: The Oskar Klein Centre, Department of Physics, Stockholm University, AlbaNova, Stockholm, SE-106 91, Stockholm, Sweden;; Lamb, G. P.: Astrophysics Research Institute, Liverpool John Moores University, IC 2, Liverpool Science Park, 146 Brownlow Hill, Liverpool L3 5RF, UK;; Martin-Carrillo, A.: School of Physics and Centre for Space Research, University College Dublin, Belfield, Dublin 4, Ireland; Sánchez-Sierras, J.: Department of Astrophysics/IMAPP, Radboud University Nijmegen, P.O. Box 9010, Nijmegen, 6500 GL, The Netherlands; Fraser, M.: School of Physics and Centre for Space Research, University College Dublin, Belfield, Dublin 4, Ireland;; Izzo, L.: Osservatorio Astronomico di Capodimonte, INAF, Salita Moiariello 16, Napoli, 80131, Italy; Niels Bohr Institute, University of Copenhagen, DARK, Jagtvej 128, Copenhagen, 2200, Denmark; Ravasio, M. E.: Department of Astrophysics/IMAPP, Radboud University Nijmegen, P.O. Box 9010, Nijmegen, 6500 GL, The Netherlands; Sánchez, D. Mata: Instituto de Astrofísica de Canarias, E-38205, La Laguna, Tenerife, Spain; Universidad de La Laguna, Departamento de Astroísica, E-38206, La Laguna, Tenerife, Spain; Torres, M. A. P.: Instituto de Astrofísica de Canarias, E-38205, La Laguna, Tenerife, Spain; Universidad de La Laguna, Departamento de Astroísica, E-38206, La Laguna, Tenerife, Spain; van Dalen, J. N. D.: Department of Astrophysics/IMAPP, Radboud University Nijmegen, P.O. Box 9010, Nijmegen, 6500 GL, The Netherlands; van Hoof, A. P. C.: Department of Astrophysics/IMAPP, Radboud University Nijmegen, P.O. Box 9010, Nijmegen, 6500 GL, The Netherlands; Chacón, J. A.: Instituto de Astrofísica, Facultad de Física, Pontificia Universidad Católica de Chile, Campus San Joaquín, Av. Vicuña Mackenna 4860, Macul Santiago, Chile, 7820436; Millennium Institute of Astrophysics, Nuncio Monseñor Sótero Sanz 100, Of 104, Providencia, Santiago, Chile; Littlefair, S.: Astrophysics Research Cluster, School of Mathematical and Physical Sciences, University of Sheffield, Sheffield, S3 7RH, UK; Dhillon, V. S.: Astrophysics Research Cluster, School of Mathematical and Physical Sciences, University of Sheffield, Sheffield, S3 7RH, UK; Instituto de Astrofísica de Canarias, E-38205, La Laguna, Tenerife, Spain;; Cotter, L.: School of Physics and Centre for Space Research, University College Dublin, Belfield, Dublin 4, Ireland; Corcoran, G.: School of Physics and Centre for Space Research, University College Dublin, Belfield, Dublin 4, Ireland; Eyles-Ferris, R. A. J.: School of Physics and Astronomy, University of Leicester, University Road, Leicester, LE1 7RH, UK;; O'Brien, P. T.: School of Physics and Astronomy, University of Leicester, University Road, Leicester, LE1 7RH, UK; Stern, D.: Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Mail Stop 264-789, Pasadena, CA 91109, USA; Harrison, F.: Department of Astronomy, California Institute of Technology, 1200 East California Blvd, Pasadena, CA 91125, USA; D'Elia, V.: Space Science Data Center (SSDC) - Agenzia Spaziale Italiana (ASI), Via del Politecnico snc, I-00133 Roma, Italy; Hartmann, D. H.: Clemson University, Department of Physics, and Astronomy, Clemson, SC 29634, USA",1,1,success
Multiple Components and Spectral Evolution of BL Lacertae as Revealed by Multiwavelength Variability and SED Modeling,2025arXiv251113317X,,0,0,success
Foreground removal in HI 21 cm intensity mapping under frequency-dependent beam distortions,2025arXiv251113328G,,1,1,success
Stray Light Correction for the Helioseismic and Magnetic Imager,2025arXiv251113348N,,0,0,success
Observational properties of a Schwarzschild black hole surrounded by a Dehnen-type dark matter halo,2025EPJC...85.1170L,"Li, Zhi: Yunnan Observatories, Chinese Academy of Sciences, 650216, Kunming, People's Republic of China ; Key Laboratory for Structure and Evolution of Celestial Objects, Chinese Academy of Sciences, 650216, Kunming, People's Republic of China ; International Centre of Supernovae, Yunnan Key Laboratory, 650216, Kunming, People's Republic of China;; Yu, Jiancheng: College of Physics, Guizhou University, 550025, Guiyang, China ;",0,0,success
On the Temporal Variability in the Magnetic Dichotomy of Late M Dwarf Stars,2025arXiv251112807N,,0,0,success
Observations of Five Southern-Hemisphere Cataclysmic Binary Stars,2026AJ....171...27T,"Thorstensen, John R.: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Niblett, Annabelle E.: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Gandhi, Shreya: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Zanarini, Lauren P.: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Goss, Gavin D.: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Singh, Arnav: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Verma, Divik: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Hickox, Ryan C.: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Durodola, Emmanuel A.: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA; Ying, Jiaqi Martin: Department of Physics and Astronomy, 6127 Wilder Laboratory, Dartmouth College, Hanover, NH 03755-3528, USA",0,0,success
From Images to Physics: Probabilistic Inference of Galaxy Parameters and Emission Lines via VAE & Normalizing Flows,2025arXiv251112737A,,0,0,success
Doppler imaging combined with high-cadence photometry. I. Revisiting the surface of a pre-main-sequence flare star,2025arXiv251112190L,,0,0,success
High-impact Scientific Software in Astronomy and its creators,2025arXiv251112195B,,0,0,success
Metallicity Effects on Machine Learning Classification of Dusty Stellar Sources in the Magellanic Clouds,2025arXiv251112210G,,0,0,success
Implications of Mini-EUSO measurements for a space-based observation of UHECRs,2024cosp...45.1370B,,0,0,success
Pre-Supernova Multiple Giant Eruptions in Massive Stars,2025arXiv251112312M,,1,1,success
Clustering effects on the Dark Siren determination of $H_0$: A simulation study,2025arXiv251112334K,,0,0,success
"AstroMLab 5: Structured Summaries and Concept Extraction for 400,000 Astrophysics Papers",2025arXiv251112353T,,0,0,success
QuaRT: A toolkit for the exploration of quantum methods for radiation transport,2025arXiv251112356D,,0,0,success
Characterization of type Ibn SNe,2025arXiv251112362F,,0,0,success
The X-$γ$ detector onboard the POEMMA-Balloon with Radio payload,2025arXiv251112364B,,0,0,success
Examining Turbulence in Galactic Molecular Clouds - II: Continuity of Turbulence Cascading in a Portion of the Local Arm,2025arXiv251112418M,,0,0,success
Made-to-Measure Outperforms Schwarzschild's Method,2025arXiv251112425L,,0,0,success
The influence of AGN feedback on star formation in red spiral galaxies,2025arXiv251112454A,,0,0,success
Spectral-Timing Evolution of a Black hole X-ray binary Swift J1727.8-1613: Linking Disk Reflection and Type-C QPO Frequency During the 2023 Outburst,2026JHEAp..5000513G,"Ghising, Manoj: North Bengal University, Siliguri, Darjeeling, West Bengal, 734013, India; Subba, Nirpat: Cooch Behar Panchanan Barma University, Cooch Behar, West Bengal, 736101, India;; Tobrej, Mohammed: North Bengal University, Siliguri, Darjeeling, West Bengal, 734013, India; Rai, Binay: North Bengal University, Siliguri, Darjeeling, West Bengal, 734013, India; Paul, Bikash Chandra: North Bengal University, Siliguri, Darjeeling, West Bengal, 734013, India",0,0,success
Detection of disk-jet co-precession in a tidal disruption event,2025arXiv251112477W,,2,2,success
Mock Observations for the CSST Mission: Multi-Channel Imager--Instrument Simulation,2025arXiv251112481Y,,0,0,success
Mock Observations for the CSST Mission: Integral Field Spectrograph--Instrument Simulation,2025arXiv251112483Y,,0,0,success
The first AKRA mass map reconstruction from HSC Y1 data,2025arXiv251112488S,,0,0,success
Unraveling eMSTO in NGC 2355: Stellar Rotation and Binaries,2025arXiv251112496M,,0,0,success
The homogeneity scale in the Local Universe: model-independent estimate from S-PLUS DR4 blue galaxies,2025arXiv251112532F,,0,0,success
Sub-millimeter galaxies in hierarchical models: revisiting the need for a top-heavy stellar initial mass function with Bayesian optimisation,2025arXiv251112550E,,0,0,success
Simulations of structured upflows from plumes and their connection to the solar wind,2025ApJ...994L..56B,"Bora, K.: Max-Planck Institute for Solar System Research, 37077 Göttingen, Germany; Chitta, L. P.: Max-Planck Institute for Solar System Research, 37077 Göttingen, Germany; Chen, Yajie: Max-Planck Institute for Solar System Research, 37077 Göttingen, Germany; Przybylski, D.: Max-Planck Institute for Solar System Research, 37077 Göttingen, Germany; Pontin, David I.: School of Information and Physical Sciences, University of Newcastle, University Drive, Callaghan, NSW 2308, Australia; Panyam, N.: Institut für Astrophysik und Geophysik, Georg-August-Universität, 37077 Göttingen, Germany",0,0,success
IdentYS: A Python-Based Tool for Identifying Young Stars in Star-Forming Regions,2025arXiv251112696N,,0,0,success
The Chandra Strong Lens Sample: Measuring the Dynamical States and Relaxation Fraction of a Sample of 28 Strong Lensing Selected Galaxy Clusters,2025arXiv251112707G,,1,0,success
"Pulsar B1237+25 Aberration/Retardation Analysis from Decimeter to Decameter Wavelength: Challenge to ""Radius-to-Frequency Mapping""",2025MNRAS.544.1349R,"Rankin, Joanna M.: Physics Department, University of Vermont, Burlington, VT 05405, USA; Zakharenko, Vyacheslav: Institute of Radio Astronomy of the National Academy of Sciences of Ukraine, Mystetstv St. 4, Kharkiv UA 61002, Ukraine; Ulyanov, Oleg: Institute of Radio Astronomy of the National Academy of Sciences of Ukraine, Mystetstv St. 4, Kharkiv UA 61002, Ukraine; Kravtsov, Ihor: Institute of Radio Astronomy of the National Academy of Sciences of Ukraine, Mystetstv St. 4, Kharkiv UA 61002, Ukraine;; Kumar, Pratik: Department of Physics and Astronomy, University of New Mexico, 210 Yale Boulevard NE, Albuquerque, NM 87106, USA; International Centre for Radio Astronomy Research, Curtin University, Bentley, WA 6102, Australia;; Grießmeier, Jean-Mathias: LPC2E, OSUC, Université d'Orleans, CNRS, CNES, Observatoire de Paris, F-45071 Orleans, France; ORN, Observatoire Radioastronomique de Nançay, Observatoire de Paris, Université PSL, Université d'Orléans, CNRS, F-18330 Nançay, France; Bhat, N. D. Ramesh: International Centre for Radio Astronomy Research, Curtin University, Bentley, WA 6102, Australia;; Wright, Geoff: Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, University of Manchester, Manchester M13 9PL, UK; Weltevrede, Patrick: Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, University of Manchester, Manchester M13 9PL, UK;; Jankowski, Fabian: LPC2E, OSUC, Université d'Orleans, CNRS, CNES, Observatoire de Paris, F-45071 Orleans, France;; Pétri, Jérôme: Université de Strasbourg, CNRS, Observatoire Astronomique de Strasbourg, UMR 7550, F-67000 Strasbourg, France;; Theureau, Gilles: LPC2E, OSUC, Université d'Orleans, CNRS, CNES, Observatoire de Paris, F-45071 Orleans, France; ORN, Observatoire Radioastronomique de Nançay, Observatoire de Paris, Université PSL, Université d'Orléans, CNRS, F-18330 Nançay, France",0,0,success
3D extinction maps of the Milky Way disc from Gaia GSP-Spec parameters,2025arXiv251112156B,,0,0,success
Constraining the Neutral Hydrogen Fraction from SKA Simulated Observation using a Double-Gaussian Decomposition Technique,2025arXiv251113370Z,,0,0,success
A proposal to construct the dark-matter-only counterpart of the observed Universe combining weak lensing and baryon censuses,2025arXiv251110975Z,,0,0,success
EUSO-SPB2 Cherenkov Telescope: Overview and First Neutrino Constraints,2025arXiv251110944H,,0,0,success
Topmetal-L: A Low Noise Charge-Sensitive Pixel Sensor for POLAR2/LPD,2025arXiv251109863X,,1,0,success
fiDrizzle-MU: A Fast Iterative Drizzle with Multiplicative Updates,2025RAA....25h5014Z,"Zhang, Shen: National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, China; School of Physics and Astronomy, Beijing Normal University, Beijing 100875, China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, China; Wang, Lei: Purple Mountain Observatory, Chinese Academy of Sciences, Nanjing 210023, China; National Basic Science Data Center, Beijing 100190, China; Zhejiang University-Purple Mountain Observatory Joint Research Center for Astronomy, Zhejiang University, Hangzhou 310027, China; Shan, Huanyuan: National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, China; Shanghai Astronomical Observatory, Chinese Academy of Sciences, Shanghai 200030, China; Li, Ran: National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, China; School of Physics and Astronomy, Beijing Normal University, Beijing 100875, China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, China; Cao, Xiaoyue: National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, China; School of Physics and Astronomy, Beijing Normal University, Beijing 100875, China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, China; Gao, Yunhao: National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, China",0,0,success
findAbar: how astronomers may perceive the bar in galaxies differently,2025arXiv251109908I,,0,0,success
JWST View of the Supernebula in NGC 5253. I. Overview and Continuum Features,2025arXiv251109910T,,0,0,success
View of the Supernebula in NGC 5253. II. Nebular Lines,2025arXiv251109911B,,0,0,success
Slow neutrinos: non-linearity and momentum-space emulation,2025arXiv251109945U,,0,0,success
New ASKAP radio-continuum surveys of the Small Magellanic Cloud,2025arXiv251109954K,,0,0,success
Where Galaxies Point: First Measurement of the Large-Scale Axial Intrinsic Alignment,2025arXiv251110005D,,1,1,success
Composite Dissipation in Warm Inflation: Implications for the Primordial Power Spectrum,2025arXiv251110024S,,0,0,success
Impact of selection criteria on the structural parameters of the Galactic thin and thick discs,2025arXiv251110092A,,0,0,success
Fast Rotating Blue Straggler Stars in the globular cluster NGC 1851,2025arXiv251110109B,,0,0,success
Mock Observations for the CSST Mission: CPI-C -- Targets for High Contrast Imaging,2025arXiv251109862Z,,1,0,success
Synchrotron radiation from NGC 470 HLX1 - a hidden hyperluminous accreting neutron star?,2025arXiv251110183G,,0,0,success
Estimating accretion times of halo substructures in the Milky Way,2025arXiv251110195L,,0,0,success
Probing AGN Disks Density Profiles through Gravitational Wave Observations,2025arXiv251110204L,,0,0,success
Systematic Analysis of Changing-look AGN Variability Using ZTF Light Curves,2025arXiv251110217W,,0,0,success
