title,abstract,authors,figures,pages,tables,pdf_link,primary_subject,secondary_subjects,submitted_journal,published_journal,keywords,date,comments,journals,num_checks,affiliations,total_citations,non_self_citations,journal_flag
Revisiting the Reported Period of FRB 20201124A Using MCMC Methods,"Fast radio bursts (FRBs) are millisecond-duration radio transients whose phys- ical origin remains uncertain. Magnetar-based models, motivated by observed properties such as polarization and large rotation measures, suggest that FRB emission may be modulated by the magnetar spin period. We present an efficient method to search for periodic signals in repeating FRBs by combining phase folding and Markov Chain Monte Carlo (MCMC) parameter estimation. Our method accelerates period searches. We test the method using observational data from repeater FRB 20201124A, and show that it can recover reported candidate periods.","['Jun-Yi Shen', 'Yuan-Chuan Zou']",4.0,13.0,1.0,arxiv.org/pdf/2512.23392,High Energy Astrophysical Phenomena,,Astrophysics and Space Science,,Radio transient sources (2008) first reported by Lorimer in 2007 [1] Time series analysis (1916) ,2025-12-30,Submitted to Astrophysics and Space Science,,0,"[None, None]",0,0,0
Possibility of Month-scale Quasi-periodic Oscillations in the Gamma-ray Light Curve of OP 313,"In this work, we report evidence suggesting the potential future detection of a month-scale quasi-periodic oscillation (QPO) in the gamma-ray light curve of OP 313. We analysed almost 16.8 years of Fermi-LAT gamma-ray data and applied the Bayesian block method to the monthly-binned light curve. We identified four high-flux states and investigated the possibility of a QPO in the fourth high-flux state (MJD 59482-60832). Using the Weighted Wavelet Z-transform (WWZ) and Lomb-Scargle Periodogram (LSP) methods, we find tentative evidence for a month-scale QPO; however, its detection significance is limited by the small number of observed cycles. With a sufficiently long data set, the QPO may be detected with higher significance in the future. We further explored possible physical origins of this potential QPO and examined several models. We found that a curved-jet model can explain the observed behaviour.","['Sandeep Kumar Mondal', 'Shubham Kishore', 'Alok C. Gupta', 'Gwenael Giacinti']",7.0,14.0,2.0,arxiv.org/pdf/2512.23416,High Energy Astrophysical Phenomena,,ApJ,,['Galaxies (573) — Active Galactic Nuclei (16) — High Energy Astrophysics (739) — Blazars (164) — Flat-spectrum radio quasars (2163) 1'],2025-12-30,"14 pages, 7 figures, Submitted to ApJ",,0,"[None, None, None, None]",0,0,0
Three channel dissipative warm Higgs inflation with global inference via genetic algorithms,"This paper constructs and analyzes a three channel dissipative framework for Warm Higgs Inflation, wherein the total dissipation coefficient, $\Upsilon(h,T)$, is decomposed into low temperature, high temperature, and threshold activated contributions. A genetic algorithm is employed for the global numerical solution and statistical inference of the background field dynamics. To overcome the single channel dominance degeneracy in high dimensional parameter scans, two classes of structural priors are introduced into the objective function: a \texttt{mixing} prior to suppress extreme channel fractions and an \texttt{entropy} prior to favor multi channel coexistence. Furthermore, the adoption of a layered warmness criterion (e.g., $Q \equiv \Upsilon/3H$) decouples model selection from cosmological observables, thereby enhancing analytical transparency. The complete workflow is demonstrated on a $14$ dimensional phenomenological model. An ablation study of the priors (\texttt{noprior} vs. \texttt{mixing} vs. \texttt{mixing+entropy}) yields $18871$ viable parameter points, revealing that the priors significantly enhance the discovery probability of non-trivial multi channel solutions within a parameter space naturally biased towards single channel dominance. After imposing the observational constraint $r < 0.036$, the number of retained solutions for each scenario is $14485$, $1889$, and $1971$, respectively. A typical best fit solution exhibits a ""channel relay"" dynamical feature during its evolution and a genuinely mixed state at the pivot scale (e.g., $f_{{\rm HT},*}\simeq 0.399480$, $f_{{\rm th},*}\simeq 0.600517$), implying that the microscopic origin of dissipation need not be unique within a single inflationary history.",['Wei Cheng'],5.0,27.0,6.0,arxiv.org/pdf/2512.23423,Cosmology and Nongalactic Astrophysics,['High Energy Astrophysical Phenomena'],,,[],2025-12-30,"27 pages, 5 figures,",,0,[None],0,0,0
Unveiling SN 2022eyw: A Bright Member of the Type Iax Supernova Subclass,"We present comprehensive photometric and spectroscopic observations of Supernova (SN) 2022eyw, a luminous member of the Type Iax SN subclass. SN 2022eyw reached a peak absolute magnitude of $M_g = -17.80\pm0.15$ mag and exhibited a rise time of $\sim$15 days, placing it among the brighter Iax events. The bolometric light curve indicates a synthesized $^{56}$Ni mass of $0.120\pm0.003~\text{M}_{\odot}$, with an estimated ejecta mass of $0.79\pm0.09~\text{M}_{\odot}$ and kinetic energy of $0.19\times10^{51}$ erg. The spectral evolution from -8 to +110 days past maximum reveals features characteristic of bright Type Iax Supernovae, including a transition from Fe III to Fe II dominance, moderate expansion velocities, and a lack of strong C III absorption. TARDIS spectral modelling of the early-phase spectra indicates a well-mixed ejecta dominated by Fe-group elements. In addition, traces of unburnt carbon are detected, pointing to incomplete burning as expected in pure deflagration models. Late-time spectral evolution shows a blend of permitted and forbidden lines. Comparison with deflagration models suggests that SN 2022eyw originated from a partial deflagration of a Chandrasekhar-mass white dwarf, with explosion properties intermediate between the N3-def and N5-def models. These observations support pure deflagration of a CO white dwarf as a viable explosion mechanism for its luminous members.","['Hrishav Das', 'Devendra K. Sahu', 'Anirban Dutta', 'Mridweeka Singh', 'G.C. Anupama', 'Rishabh Singh Teja']",14.0,22.0,4.0,arxiv.org/pdf/2512.23428,High Energy Astrophysical Phenomena,,the Astrophysical Journal,,['Supernovae (1668) — Type Ia supernovae (1728) — White dwarf stars (1799) — Photom- etry (1234) — Spectroscopy (1558) 1'],2025-12-30,"22 pages, 14 figures, 4 tables, Accepted for publication in the Astrophysical Journal",,0,"[None, None, None, None, None, None]",0,0,1
On Systematic Errors in Cross-Identification of Binary Stars in Gaia,"Using Gaia DR3 data, binary star catalogs have been created containing information on a total of more than 2.6 million pairs. This increases by more than an order of magnitude the ensemble of binary stars with known characteristics, which previously numbered about 140 thousand pairs. To perform statistical analysis of the complete ensemble of binary stars, including both previously known and newly discovered pairs, cross-identification by coordinates was carried out between the most complete pre-Gaia publication compilative binary star catalog ILB and data from binary star catalogs based on Gaia DR3 results. An analysis of the results of this identification was performed, showing the dependence of its characteristics both on the data from the source catalogs and on coordinates. It is shown that in dense stellar fields, particularly in the Galactic disk, an increase in the fraction of false positive identifications can be expected. At the same time, for systems with large proper motion, there is a high probability of a false negative outcome. Possible modifications to the identification method are proposed to reduce the role of the described systematic errors and increase the reliability of its results.","['E. Malik', 'P. Kaigorodov', 'D. Kovaleva', 'O. Malkov']",3.0,10.0,0.0,arxiv.org/pdf/2512.23451,Solar and Stellar Astrophysics,['Astrophysics of Galaxies'],,,[],2025-12-30,,,0,"[None, None, None, None]",0,0,0
Detections of Compact Radio Continuum toward Methanol Maser Rings Using the VLA,"High-mass protostars are deeply embedded in dust inside their natal cores and are not easily detectable. However, maser emission at centimeter wavelengths, owing to its high brightness, enables us to study gas kinematics in protostars' circumstellar regions. We aim to understand the origin of the ring-like structures outlined by the 6.7 GHz methanol maser emission in six high-mass young stellar objects by performing a sensitive search of the associated radio-continuum emission and derive its properties. We used the Karl G. Jansky Very Large Array in the A configuration at C and K bands in order to image radio-continuum as well as 6.7 GHz methanol and 22 GHz water maser emission. We present the first images of the thermal jets towards four targets in our sample, G23.389+00.185, G23.657-00.127, G28.817+00.365, and G30.400-00.296. In a further target, G23.207-00.377, the complex K band continuum emission makes it unclear whether the detected peaks trace jet knots from a single young protostar or mark multiple compact young protostars. The remaining source G31.047+00.356 shows radio continuum emission associated with an evolved H II region.","['Anna Bartkiewicz', 'Olga Bayandina', 'Alberto Sanna', 'Marian Szymczak', 'Luca Moscadelli', 'Agnieszka Kobak', 'Huib Jan van Langevelde', 'Ashwin Varma']",10.0,16.0,4.0,arxiv.org/pdf/2512.23452,Astrophysics of Galaxies,,,"The Astrophysical Journal, Volume 995, 2025, Issue 2, id.176, 16 pp",['Interstellar medium (847) — Astrophysical masers (103) — Star formation (1569) — Star forming regions (1565) — Stellar jets (1607) 1'],2025-12-30,"16 pages, 10 figures",,0,"[None, None, None, None, None, None, None, None]",0,0,1
Observations of the Fermi bubbles and the Galactic center excess with the DArk Matter Particle Explorer,"The DArk Matter Particle Explorer (DAMPE) is a space-borne high-energy particle detector that surveys the $\gamma$-ray sky above$\sim 2~\rm GeV$ with a peak acceptance of $\sim 0.2~\rm m^2\,sr$. With the 102 months of data collected by DAMPE, we show that the Fermi bubbles are detected at a significance of $\sim 26\sigma$ and identify a GeV excess in the direction of Galactic center at $\sim 7 \sigma$ confidence. Both spectra and morphology are consistent with those observed by Fermi-LAT and the GeV excess component can be interpreted by the dark matter annihilation with a mass of $\sim 50$ GeV and a velocity-averaged cross section of $\sim 10^{-26}~{\rm cm^{3}~s^{-1}}$ for the $\chi \chi \rightarrow b\bar{b}$ channel. Our results thus provide the first independent detection of these two intriguing diffuse gamma-ray sources besides Fermi-LAT.","['F. Alemanno', 'Q. An', 'P. Azzarello', 'F. C. T. Barbato', 'P. Bernardini', 'X. J. Bi', 'H. Boutin', 'I. Cagnoli', 'M. S. Cai', 'E. Casilli', 'J. Chang', 'D. Y. Chen', 'J. L. Chen', 'Z. F. Chen', 'Z. X. Chen', 'P. Coppin', 'M. Y. Cui', 'T. S. Cui', 'I. De Mitri', 'F. de Palma', 'A. Di Giovanni', 'T. K. Dong', 'Z. X. Dong', 'G. Donvito', 'J. L. Duan', 'K. K. Duan', 'R. R. Fan', 'Y. Z. Fan', 'F. Fang', 'K. Fang', 'C. Q. Feng', 'L. Feng', 'S. Fogliacco', 'J. M. Frieden', 'P. Fusco', 'M. Gao', 'F. Gargano', 'E. Ghose', 'K. Gong', 'Y. Z. Gong', 'D. Y. Guo', 'J. H. Guo', 'S. X. Han', 'Y. M. Hu', 'G. S. Huang', 'X. Y. Huang', 'Y. Y. Huang', 'M. Ionica', 'L. Y. Jiang', 'W. Jiang', 'Y. Z. Jiang', 'J. Kong', 'A. Kotenko', 'D. Kyratzis', 'S. J. Lei', 'B. Li', 'M. B. Li', 'W. H. Li', 'W. L. Li', 'X. Li', 'X. Q. Li', 'Y. M. Liang', 'C. M. Liu', 'H. Liu', 'J. Liu', 'S. B. Liu', 'Y. Liu', 'F. Loparco', 'M. Ma', 'P. X. Ma', 'T. Ma', 'X. Y. Ma', 'G. Marsella', 'M. N. Mazziotta', 'D. Mo', 'Y. Nie', 'X. Y. Niu', 'A. Parenti', 'W. X. Peng', 'X. Y. Peng', 'C. Perrina', 'E. Putti-Garcia', 'R. Qiao', 'J. N. Rao', 'Y. Rong', 'R. Sarkar', 'P. Savina', 'A. Serpolla', 'Z. Shangguan', 'W. H. Shen', 'Z. Q. Shen', 'Z. T. Shen', 'L. Silveri', 'J. X. Song', 'H. Su', 'M. Su', 'H. R. Sun', 'Z. Y. Sun', 'A. Surdo', 'X. J. Teng']",18.0,22.0,5.0,arxiv.org/pdf/2512.23458,High Energy Astrophysical Phenomena,,,,['Gamma-ray astronomy (628)'],2025-12-30,"22 pages, 18 figures and 5 tables",,0,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0,0,0
Lossless compression of simulated radio interferometric visibilities,"Context. Processing radio interferometric data often requires storing forward-predicted model data. In direction-dependent calibration, these data may have a volume an order of magnitude larger than the original data. Existing lossy compression techniques work well for observed, noisy data, but cause issues in calibration when applied to forward-predicted model data. Aims. To reduce the volume of forward-predicted model data, we present a lossless compression method called Simulated Signal Compression (Sisco) for noiseless data that integrates seamlessly with existing workflows. We show that Sisco can be combined with baseline-dependent averaging for further size reduction. Methods. Sisco decomposes complex floating-point visibility values and uses polynomial extrapolation in time and frequency to predict values, groups bytes for efficient encoding, and compresses residuals using the Deflate algorithm. We evaluate Sisco on diverse LOFAR, MeerKAT, and MWA datasets with various extrapolation functions. Implemented as an open-source Casacore storage manager, it can directly be used by any observatory that makes use of this format. Results. We find that a combination of linear and quadratic prediction yields optimal compression, reducing noiseless forward-predicted model data to 24% of its original volume on average. Compression varies by dataset, ranging from 13% for smooth data to 38% for less predictable data. For pure noise data, compression achieves just a size of 84% due to the unpredictability of such data. With the current implementation, the achieved compression throughput is with 534 MB/s mostly dominated by I/O on our testing platform, but occupies the processor during compression or decompression. Finally, we discuss the extension to a lossy algorithm.","['A. R. Offringa', 'R. J. van Weeren']",3.0,8.0,3.0,arxiv.org/pdf/2512.23490,Instrumentation and Methods for Astrophysics,,A&A,,['Instrumentation: interferometers'],2025-12-30,"Accepted for publication in A&A. 8 pages, 3 figures",,0,"[None, None]",0,0,1
Sidelobe Modification for an Offset Gregorian Reflector System using a Reconfigurable Intelligent Surface-Equipped Subreflector,"In past work, we described the use of a reconfigurable intelligent surface (RIS) mounted on the rim of an axisymmetric prime focus-fed reflector to create nulls in the close-in sidelobes. In this paper, we show that similar performance is possible in an offset Gregorian reflector system using a RIS on the rim of the subreflector. Applications include radio astronomy, where offset Gregorian reflectors are common and observations are subject to deleterious levels of interference from satellites entering through sidelobes. We show that an efficient RIS replacing the outer one-third of the subreflector surface, employing passive elements with 1-bit phase-only control, can create a null in the peak of the second sidelobe in the quiescent pattern. This is achieved using a simple unconstrained optimization algorithm to set the states of the RIS elements. The algorithm yields a deep null with just 0.2~dB reduction in main lobe directivity, despite lacking any constraints on main lobe pattern. Compared to our previous approach of mounting the RIS on the rim of the main reflector, the subreflector-based approach demonstrated in this paper requires a much smaller RIS and can implemented in existing systems by replacing the subreflector.","['S.W. Ellingson', 'A.J. Yip']",3.0,4.0,0.0,arxiv.org/pdf/2512.23530,Instrumentation and Methods for Astrophysics,['Systems and Control'],,,[],2025-12-30,"4 pages, 3 figures",,0,"[None, None]",0,0,0
Not Just Gas: How Solid-Driven Torques Shaped the Migration of the Galilean Moons,"Surviving rapid inward orbital migration is a crucial aspect of formation models for the Jupiter's Galilean moons. The primary aim of this study is to investigate the orbital migration of the Galilean moons by incorporating self-consistent solid dynamics in circumjovian disk models. We perform two-fluid simulations using the FARGO3D code on a 2D polar grid. The simulations model a satellite with the mass of a proto-moon, Europa, or Ganymede interacting with a circumjovian disk. The dust component, coupled to the gas via a drag force, is characterized by the dust-to-gas mass ratio ($\epsilon$) and the Stokes number ($T_s$). The effect of solids fundamentally alter the satellites' evolution. We identify a vast parameter space where migration is slowed, halted, robustly reversed -leading to outward migration-, or significantly accelerated inward. The migration rate is dependent on satellite mass, providing a natural source of differential migration. Solid dynamics provides a robust and self-consistent mechanism that fundamentally alters the migration of the Galilean moons, potentially addressing the long-standing migration catastrophe. This mechanism critically affects the survival of satellites and could offer a viable physical process to explain the establishment of resonances through differential migration. These findings establish that solid torques are a critical, non-negligible factor in shaping the final architecture of satellite systems.","['Lucas Gonzalez-Rivas', 'Leonardo Krapp', 'Ximena Ramos', 'Pablo Benitez-Llambay']",2.0,5.0,0.0,arxiv.org/pdf/2512.23542,Earth and Planetary Astrophysics,,,,"['solid dynamics 1', 'circumplanetary disks', 'Galilean moons', 'Jupiter']",2025-12-30,"5 pages, 2 figures, Accepted for publication in A&A Letter to the editor",,0,"[None, None, None, None]",0,0,1
Limits on dark matter existence in neutron stars from recent astrophysical observations and mass correlation analysis,"Dark matter admixed neutron stars (DANSs) serve as a specific astrophysical laboratory for probing the features of dark matter (DM) and have emerged as a promising candidate for interpreting recent astrophysical observations (e.g., by NICER and LIGO/Virgo). Accurately constraining the internal DM content of DANSs is therefore of critical importance. In this work, we construct the equations of state (EoS) for DANS matter by employing twelve nuclear matter (NM) models within the covariant density functional (CDF) theory and a self-interacting fermionic model for DM. Using these EoSs as input, we solve the two-fluid Tolman-Oppenheimer-Volkov (TOV) equations to systematically investigate the influence of DM on the global properties of neutron stars (NSs). By incorporating recent observational constraints on NS properties, the maximum DM mass fraction $f_\chi^{\mathrm{max}}$ in DANSs is determined for each NM EoS model. Our analysis reveals a strong linear correlation (Pearson coefficient $r=0.98$) between $f_\chi^{\mathrm{max}}$ and the maximum mass of a pure NS, $M_{\rm{NS}}^{\mathrm{max}}$, described by $f_{\chi}^{\mathrm{max}} = 0.22 M_{\mathrm{NS}}^{\mathrm{max}} - 0.44$. Leveraging this correlation and the observed NS maximum mass distribution, $P(M_{\text{NS}}^{\max} \mid \text{EM})$, we derive the probability distribution function (PDF) for the maximum DM mass, $P(M_{\chi}^{\max} \mid \text{EM})$, in DANSs. We find that at the 68\% confidence level, $M_{\chi}^{\mathrm{max}}=0.150^{+0.070}_{-0.051}\ M_{\odot}$. This quantitative constraint on the DM mass provides a critical prior for interpreting potential observational signatures of DANSs, such as anomalous tidal deformabilities and distinctive gravitational-wave signals.","['Jing Fu Hu', 'Hang Lu', 'Bao Yuan Sun']",5.0,12.0,1.0,arxiv.org/pdf/2512.23577,High Energy Astrophysical Phenomena,['Nuclear Theory'],,,[],2025-12-30,"12 pages, 5 figures, 1 table",,0,"[None, None, None]",0,0,0
The 24 Aqr triple system: A closer look at its unique high-eccentricity hierarchical architecture,"As its periastron passage occurred during the third quarter of 2020, system 24 Aqr is of particular significance. New visual solutions for the latest speckle interferometry observations collected by the Lowell Discovery Telescope (LTD) with its new QWSSI speckle camera are presented here. A variety of techniques were used to analyze the system, including ORBITX code for orbital solution, Al-Wardat's method for analyzing multiple stellar systems, and Edwards' method for analyzing visual and spectroscopic binaries. We derive precise masses and the complete set of its fundamental parameters for the three components, and we introduce a new orbital solution, and a new dynamical parallax, which is very close to the measured value given by Hipparcos 2007 and from that of Gaia DR2. In the next section, we discuss the possibility of a coplanar orbit. In conclusion, we demonstrate that we need a 65-m telescope to resolve the inner binary visually, although an array of telescopes could be used instead.","['Ahmad Abushattal', 'Mashhoor A. Al-Wardat', 'Elliott P. Horch', 'Nikolaos Georgakarakos', 'Hatem A. Al-Ameryeen', 'Enas M. Abu-Alrob', 'Abdallah M. Hussein']",4.0,23.0,7.0,arxiv.org/pdf/2512.23645,Solar and Stellar Astrophysics,,,"Advances in Space Research, 2024, Volume 73, Issue 1, Pages 1170-1184",['Stars: binaries: close'],2025-12-30,Published in Advances in Space Research,,0,"[None, None, None, None, None, None, None]",0,0,1
"Precise Physical Parameters, Habitability, and Orbital Stability of Sun-like SB2 Systems: HD 130669, HD 184467, HD 191854, and HD 214222","This work analyzes four Sun-like double-lined spectroscopic binary (SB2) systems by combining visual and spectroscopic observational data with Al-Wardat's atmospheric modeling method to accurately determine their fundamental parameters. For each system, we determine stellar masses, orbital parallaxes, effective temperatures, spectral types, semimajor axes, and eccentricities with high precision, resolving discrepancies between astrometric and spectroscopic measurements. Moreover, we assess the potential for stable planetary orbits in these systems. We also calculate habitable zones around these binaries based on the orbital evolution of planetary orbits. These systems may represent promising targets for future extrasolar planet searches around Sun-like stars due to their robust physical and orbital parameters that can be used to determine planetary habitability and stability.","['Ahmad Abushattal', 'Nikolaos Georgakarakos', 'Mashhoor A. Al-Wardat', 'Bilal Algnamat', 'Hassan B. Haboubi', 'Deshinta Arrova Dewi', 'Enas M. Abu-Alrob', 'Abdallah M. Hussein']",8.0,25.0,0.0,arxiv.org/pdf/2512.23652,Earth and Planetary Astrophysics,['Solar and Stellar Astrophysics'],,"The Astronomical Journal, 2025, Volume 170, Issue 5, id.268, 15 pp",[],2025-12-30,Published in AJ,,0,"[None, None, None, None, None, None, None, None]",0,0,1
Classification and Characteristics of Double-trigger Gamma-ray Bursts,"Over the past two decades, the \textit{Swift} and \textit{Fermi} missions have identified a rare class of ``double-trigger'' gamma-ray bursts (GRBs) that produce two independent trigger events. These events are characterized by a sufficiently long quiescent period during which the on-board trigger system can reset, resulting in the subsequent emission being recorded as a second independent event. Consistent sky localization confirms that both trigger events originated from the same astrophysical source. Here, we present a systematic classification and characteristics study of three such cases: GRB 091024A, GRB 110709B, and GRB 220627A. We investigate each trigger episode emission independently using standard classification diagnostics, including duration ($T_{90}$), hardness ratio, minimum variability timescale (MVT), spectral lag ($\tau_{\rm lag}$), peak energy ($E_{\rm p}$), and energetics. We compare these properties with those of typical long GRBs (LGRBs) and with single-trigger LGRBs that exhibit extended quiescent periods. Our analysis reveals that all sub-bursts from the three double-trigger events consistently lie within the LGRB classification region. These results indicate that double-trigger GRBs are not a physically distinct subclass, but rather products of LGRB central engines that undergo extended dormancy and subsequent reactivation.",['Liang Li'],7.0,23.0,4.0,arxiv.org/pdf/2512.23660,High Energy Astrophysical Phenomena,,,,['Gamma-ray bursts (629)'],2025-12-30,"23 pages, 7 figures (including 21 panels), 4 tables",,0,[None],0,0,0
Galaxy Zoo Evo: 1 million human-annotated images of galaxies,"We introduce Galaxy Zoo Evo, a labeled dataset for building and evaluating foundation models on images of galaxies. GZ Evo includes 104M crowdsourced labels for 823k images from four telescopes. Each image is labeled with a series of fine-grained questions and answers (e.g. ""featured galaxy, two spiral arms, tightly wound, merging with another galaxy""). These detailed labels are useful for pretraining or finetuning. We also include four smaller sets of labels (167k galaxies in total) for downstream tasks of specific interest to astronomers, including finding strong lenses and describing galaxies from the new space telescope Euclid. We hope GZ Evo will serve as a real-world benchmark for computer vision topics such as domain adaption (from terrestrial to astronomical, or between telescopes) or learning under uncertainty from crowdsourced labels. We also hope it will support a new generation of foundation models for astronomy; such models will be critical to future astronomers seeking to better understand our universe.","['Mike Walmsley', 'Steven Bamford', 'Hugh Dickinson', 'Tobias Géron', 'Alexander J. Gordon', 'Annette M.N. Ferguson', 'Lucy Fortson', 'Sandor Kruk', 'Natalie Lines', 'Chris J. Lintott', 'Karen L. Masters', 'Robert G. Mann', 'James Pearson', 'Hayley Roberts', 'Anna M.M. Scaife', 'Stefan Schuldt', 'Brooke Simmons', 'Rebecca Smethurst', 'Josh Speagle', 'Kyle Willett']",8.0,23.0,3.0,arxiv.org/pdf/2512.23691,Instrumentation and Methods for Astrophysics,['Astrophysics of Galaxies'],NeurIPS Datasets and Benchmarks 2025,"Blaes, O., Jiang, YF., Lasota, JP., Lipunova G. Non-Stationary Discs and Instabilities. Space Sci Rev 221, 120 (2025)",[],2025-12-30,Submitted to NeurIPS Datasets and Benchmarks 2025. Positive reviews but rejected by AC; see OpenReview,,0,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",0,0,1
Machine-Learning Classification of Neutron-Star Matter Composition from Macroscopic and Oscillation Observables,"The microscopic composition of neutron star interiors remains uncertain, with possible scenarios including nucleonic matter, hyperonic matter, dark matter admixed cores, and strange self-bound matter. Traditional constraints on the equation of state rely on Tolman Oppenheimer Volkoff modelling and comparison with multimessenger observations, but machine learning provides a complementary pathway by learning composition dependent patterns directly from astrophysically accessible observables. This work presents a compact supervised learning framework for EOS family classification using stellar properties derived from TOV modelling, asteroseismology, and gravitational wave descriptors. A labelled dataset of neutron star configurations spanning four EOS families (nucleonic, strange matter, dark matter admixed, and hyperonic) is constructed using seven input features: gravitational mass, radius, fundamental f mode frequency, quadrupole moment, redshift, damping time, and characteristic strain. A multilayer perceptron is trained to infer the underlying matter composition. On a held out test set, the classifier achieves an accuracy of 97.4 percent with strong class wise precision and recall. Permutation based feature importance analysis shows that oscillation related quantities, especially the f mode frequency and damping time, dominate the discriminatory power, while mass and radius provide secondary support. Residual misclassifications occur in physically intuitive regions where different EOS families produce partially overlapping macroscopic signatures. These results show that lightweight neural models can reliably identify EOS family fingerprints from a modest set of observables, providing a reproducible baseline for future extensions incorporating Bayesian uncertainty and observational posteriors from NICER and gravitational wave events.",['Wasif Husain'],7.0,6.0,1.0,arxiv.org/pdf/2512.23758,High Energy Astrophysical Phenomena,"['Instrumentation and Methods for Astrophysics', 'High Energy Physics - Phenomenology']",,,"['dark matter', 'strange matter', 'equation of state', 'neutron stars', 'hyperons', 'neural networks', 'machine learning']",2025-12-28,,,0,[None],0,0,0
Clustering of cosmic string loops within a Milky-way like halo,"Loops of cosmic string experience a recoil from anisotropic gravitational radiation, known as the rocket effect, which influences the extent to which they are captured by galaxies during structure formation. Analytical studies have reached different conclusions regarding loop capture in galaxies: early treatments argued for efficient capture, while later analyses incorporating the loop rocket force throughout halo formation found that capture efficiency is reduced and strongly dependent on loop size. In this work, we employ the N-body simulation code GADGET-4, introducing non-backreacting tracer particles subject to a constant recoil force to model cosmic string loops with the rocket effect. We simulate the formation of a Milky-Way-like halo from redshift $z=127$ to $z=0$, considering loop populations characterized by a range of length parameters $\xi$, inversely proportional to the rocket acceleration. We find that the number of captured loops exhibits a pronounced peak at $\xi_{\textrm{peak}}\simeq 12.5$, arising from the competition between rocket-driven ejection at small $\xi$ and the declining intrinsic loop abundance at large $\xi$. For fiducial string tensions, this corresponds to $\mathcal{O}(10^6)$ loops within the halo. We further find that loops with weak rocket forces closely trace the dark-matter distribution, while those subject to stronger recoil but still captured -- particularly the most abundant loops near $\xi_{\textrm{peak}}$ -- are preferentially concentrated toward the central regions of the halo.","['Itamar Allali', 'Mudit Jain', 'Shi Yan']",6.0,13.0,0.0,arxiv.org/pdf/2512.23811,Cosmology and Nongalactic Astrophysics,['High Energy Physics - Phenomenology'],,,[],2025-12-29,"13 pages (including an appexdix), 6 figures",,0,"[None, None, None]",0,0,0
COBIPLANE: A Systematic Search for Compact Binary Millisecond Pulsars at Low Galactic Latitudes,"We present the main results obtained from the COmpact BInary Pulsar search in the low-LAtitude NEighborhood (COBIPLANE), an optical photometric survey designed to find new `spider' binary millisecond pulsars. We conducted observations targeting 30 unidentified sources from the 4FGL-DR3 Fermi Large Area Telescope (Fermi-LAT) catalog, selected for their pulsar-like $\gamma$-ray properties. Extending to Galactic latitudes as low as $\pm3^{\circ}$, this survey reaches closer to the Galactic plane than its predecessor survey, the COmpact BInary PULsar SEarch (COBIPULSE). We report the discovery of five optical variables coincident with the localizations of 4FGL J0821.5-1436, 4FGL J1517.9-5233, 4FGL J1639.3-5146, 4FGL J1748.8-3915, and 4FGL J2056.4+3142. These systems show optical flux modulation at the presumed orbital periods of $0.41576(6) \ \mathrm{d}$, $0.305(2) \ \mathrm{d}$, $0.204(7) \ \mathrm{d}$, $0.3(2) \ \mathrm{d}$, and $0.4395(1) \ \mathrm{d}$, respectively, and photometric temperatures of $4000$--$6000 \ \mathrm{K}$, consistent with the companion stars of `redback' subtype of spider pulsar binaries. Based on their optical light curve shapes and X-ray properties characteristic for spider systems -- namely, a luminosity of $1.5 \times 10^{32} \ (D / 3.9 \ \mathrm{kpc})^2 \ \mathrm{erg} \ \mathrm{s}^{-1}$ ($0.3$--$10 \ \mathrm{keV}$) for 4FGL J1748.8-3915, and upper limits of $\sim10^{31}$--$10^{33} \ \mathrm{erg} \ \mathrm{s}^{-1}$ ($0.2$--$12 \ \mathrm{keV}$) for the others -- we classify these sources as new spider candidate systems.","['Marco Turchetta', 'Manuel Linares', 'Karri Koljonen', 'Paulo A. Miles-Páez', 'Jordan A. Simpson']",13.0,38.0,5.0,arxiv.org/pdf/2512.23815,High Energy Astrophysical Phenomena,,,,['High energy astrophysics (739) — Close binary stars (254) — Millisecond pulsars (1062) — Variable stars (1761) 1'],2025-12-29,"38 pages, 87 figures, 5 tables. This paper has been accepted for publication in ApJ",,1,"[None, None, None, None, None]",0,0,1
