s2_id,S2_Title,S2_Citations,S2_NonSelfCitations
ARXIV:2501.11667,A One-Dimensional Energy Balance Model Parameterization for the Formation of CO2 Ice on the Surfaces of Eccentric Extrasolar Planets,2,2
ARXIV:2501.11660,Where in the Milky Way Do Exoplanets Preferentially Form?,1,1
ARXIV:2501.11658,Nonlinear analysis of gravitational instability in a 3D gaseous disc,0,0
ARXIV:2501.11657,Classification of HI Galaxy Profiles Using Unsupervised Learning and Convolutional Neural Networks: A Comparative Analysis and Methodological Cases of Studies,0,0
ARXIV:2501.11634,B-fields and Dust in Interstellar Filaments Using Dust Polarization (BALLAD-POL). III. Grain Alignment and Disruption Mechanisms in G34.43+0.24 Using Polarization Observations from JCMT/POL-2,2,2
ARXIV:2501.11630,Gamma ray emission from embedded young massive star clusters unveiled by Fermi-LAT,0,0
ARXIV:2501.11571,Illustrating the consequences of a misuse of $\sigma_8$ in cosmology,0,0
ARXIV:2501.11564,The JCMT Gould Belt Survey: First results from the Corona Australis molecular cloud and evidence of variable dust emissivity indices in the Coronet region,2,2
ARXIV:2501.11562,Investigating the complex absorbers of Mrk766 with XMM-Newton,1,1
ARXIV:2501.11524,GOTO065054+593624: An 8.5 mag amplitude dwarf nova identified in real time via Kilonova Seekers,1,1
ARXIV:2501.11691,Probing axionlike particles through the gamma-ray production from cosmic-ray scattering in the Milky Way dark matter halo,0,0
ARXIV:2501.11507,Comparison of Herschel and ArTéMiS observations of massive filaments,0,0
ARXIV:2501.11698,AstroPix: A pixelated HVCMOS sensor for space-based gamma-ray measurement,2,2
ARXIV:2501.11702,Constraints on the $z\sim6-13$ intergalactic medium from JWST spectroscopy of Lyman-alpha damping wings in galaxies,4,4
ARXIV:2501.11910,Considerations with Stacking Absorption Spectra: Cold H i Gas in Cirrus Region of the Milky Way,0,0
ARXIV:2501.11904,A Measurement of the Largest-scale CMB E-mode Polarization with CLASS,11,11
ARXIV:2501.11882,Prospects for high-resolution probes of galaxy dynamics tracing background cosmology in MaNGA,1,1
ARXIV:2501.11879,Metallicity Scatter Originating from Subkiloparsec Starbursting Clumps in the Core of a Protocluster at z = 7.88,3,3
ARXIV:2501.11872,FAST Drift Scan Survey for H i Intensity Mapping: Simulation of Bayesian-stacking-based H i Mass Function Estimation,0,0
ARXIV:2501.11865,A white dwarf binary candidate discovered by LAMOST using dynamical method,0,0
ARXIV:2501.11862,"A Multifrequency Census of 100 Pulsars below 100 MHz with LWA: A Systematic Study of Flux Density, Spectra, Timing, Dispersion, Polarization, and Its Variation from a Decade of Observations",2,2
ARXIV:2501.11859,Examining Turbulence in Galactic Molecular Clouds. I. A Statistical Analysis of Velocity Structures,1,1
ARXIV:2501.11845,PyEMILI: A New Generation Computer-aided Spectral Line Identifier,0,0
ARXIV:2501.11822,Enhanced imaging of M87*: Simulations with the EHT and extended-KVN,0,0
ARXIV:2501.11806,Direct N-body simulations of NGC 6397 and its tidal tails,0,0
ARXIV:2501.11772,A New Master Supernovae Ia sample and the investigation of the $H_0$ tension,6,6
ARXIV:2501.11762,Disentangling stellar atmospheric parameters in astronomical spectra using Generative Adversarial Neural Networks,0,0
ARXIV:2501.11750,The Influence of Chromospheric Activity on Line Formation,0,0
ARXIV:2501.11749,The present and the future of modeling eclipsing binary systems,0,0
ARXIV:2501.11716,The TW Hydrae Association is a cluster chain of Sco-Cen,1,1
ARXIV:2501.11710,Mapping the Active Galactic Nucleus Effects on the Stellar and Gas Properties of NGC 5806,1,1
ARXIV:2501.11701,Atmospheric dynamics of the hypergiant RW Cep during the Great Dimming,0,0
ARXIV:2501.10613,Optical flares detected on a contact binary: The first photometric and spectroscopic analysis of a long-period low mass ratio contact binary HAT 307-0007476,0,0
ARXIV:2501.11491,MIDIS: Quantifying the AGN component of X-ray-detected galaxies,1,1
ARXIV:2501.11435,Dark Matter Effects on the Curvature of Neutron Stars within the new Quarkyonic Model Coupled with Relativistic Mean Field Theory,1,1
ARXIV:2501.10832,Collisional study of Hilda and quasi-Hilda asteroids,1,1
ARXIV:2501.10821,Solar oblateness & asphericities temporal variations: Outstanding some unsolved issues,1,1
ARXIV:2501.10813,A Nonstop Aurora? The Intriguing Radio Emission from the Rapidly Rotating Magnetic Massive Star HR 5907,0,0
ARXIV:2501.10793,Modeling the Spectral Energy Distribution of Active Galactic Nuclei: Implications for Cosmological Simulations of Galaxy Formation,0,0
ARXIV:2501.10785,Cosmological search for sterile neutrinos after DESI 2024,3,3
ARXIV:2501.10771,The outer gravitational potential of an inhomogeneous torus with an elliptical cross-section,0,0
ARXIV:2501.10759,Studying baryon acoustic oscillations using photometric redshifts from the DESI Legacy Imaging survey DR9,0,0
ARXIV:2501.10754,Some results of CCD-photometry of variable stars at the Astronomical Institute of Karazin Kharkiv National University,0,0
ARXIV:2501.10749,Diurnal and Seasonal Variations of Gravity Waves in the Lower Atmosphere of Mars as Observed by InSight,2,2
ARXIV:2501.10732,Enhanced Kinematics and Distribution Characteristics of Upper Scorpius and Ophiuchus Associations Based on Gaia DR3,0,0
ARXIV:2501.10703,Simulation of Binary-single Interactions in AGN Disk. I. Gas-enhanced Binary Orbital Hardening,4,4
ARXIV:2501.10671,The Bolometric Light-curve Modeling of 98 Type I Superluminous Supernovae Using the Magnetar- and the Circumstellar Interaction Models Reveals Surprisingly High Ejecta Masses,0,0
ARXIV:2501.10665,An Unexplained Origin for the Unusual Globular Cluster System in the Ultradiffuse Galaxy FCC 224,3,3
ARXIV:2501.10653,GPU Accelerated Image Quality Assessment-Based Software for Transient Detection,1,1
ARXIV:2501.10646,PRELIMINARY RESULTS FROM 5 YEARS' SPECTRAL MONITORING OF ANTARES,0,0
ARXIV:2501.10634,Evidence for Jet/Outflow Shocks Heating the Environment around the Class I Protostellar Source Elias 29: FAUST XXI,3,3
ARXIV:2501.10623,A Pioneering Experiment Combining Single-antenna and Aperture-synthesis Data to Measure Faraday Rotation with GMIMS and the CGPS,0,0
ARXIV:2501.10903,Revisiting Christoph Scheiner’s Sunspot Records: A New Perspective on Solar Activity of the Early Telescopic Era,17,17
ARXIV:2501.11475,Long-term Evolution of Sco X-1: Implications for the Current Spin Frequency and Ellipticity of the Neutron Star,1,1
ARXIV:2501.10919,The Baryonic Tully-Fisher Relation II: Stellar Mass Models,0,0
ARXIV:2501.10927,Probing a muonic force with the periastron advance in binary pulsar systems,3,3
ARXIV:2501.11401,Phenomenological gravitational waveforms for core-collapse supernovae,1,1
ARXIV:2501.11381,Revisiting the Fundamental Planes of Black Hole Activity for Strong Jet Sources,1,1
ARXIV:2501.11345,CME Observations -- from Sun to Impact on Geospace,0,0
ARXIV:2501.11324,Observational signatures of mixing-induced cooling in the Kelvin-Helmholtz instability,2,2
ARXIV:2501.11320,Reconstructing primordial curvature perturbations via scalar-induced gravitational waves with LISA,27,27
ARXIV:2501.11298,High spectral resolution observations of Uranus' near-IR thermospheric H2 emission spectrum using the IGRINS spectrograph during the 2018 and 2023 apparitions,0,0
ARXIV:2501.11237,"Modeling the Solar Transition Region: Effects of Spatial Resolution on the Atmospheric Structure, Emission and Non-equilibrium Ionization",1,1
ARXIV:2501.11212,Impact of the returning radiation on x-ray reflection spectroscopy measurements: The case of Galactic black holes,0,0
ARXIV:2501.11209,The impact of supernova feedback on metallicity-gradient evolution in cosmological simulations,0,0
ARXIV:2501.11187,Higher-order effects in the dynamics of hierarchical triple systems. III. Astrophysical implications of second-order and dotriacontapole terms,1,1
ARXIV:2501.11138,Kinematics of the Sagittarius dwarf spheroidal core: a 5D analysis for a 6D methodology with Gaia DR3,1,1
ARXIV:2501.11118,X-ray timing and spectral characteristics of compact symmetric objects,0,0
ARXIV:2501.11103,Explaining JWST star formation history at z∼17 by modifying ΛCDM,2,2
ARXIV:2501.11099,The JWST EXCELS survey: an extremely metal-poor galaxy at z = 8.271 hosting an unusual population of massive stars,12,12
ARXIV:2501.11066,Data-Constrained Magnetohydrodynamics Simulation of a Confined X-Class Flare in NOAA Active Region 11166,1,1
ARXIV:2501.10999,A New X-Ray Census of Rotation Powered Pulsars,3,3
ARXIV:2501.10978,Serial MultiView: An Efficient Approach to Mitigating Atmospheric Spatial-structure Errors for Very-long-baseline-interferometry Astrometry,0,0
ARXIV:2501.10922,Solar Modulation of AMS-02 Daily Proton and Helium Fluxes with Modified Force-field Approximation Models,4,4
ARXIV:2501.14267,Deciphering the spectral bumps of Galactic cosmic rays through gamma-ray observations of nearby molecular clouds,0,0
ARXIV:2501.14272,"Spectral properties of the neutron star low-mass X-ray binaries 4U 1636--53, XTE J1739--285, and MAXI J1816--195",0,0
ARXIV:2501.14295,Comparative analysis of two episodes of strongly geoeffective coronal mass ejection events in November and December 2023,0,0
ARXIV:2501.17698,NutMaat: A Python Package for Stellar Spectral Classification on the MK System,0,0
ARXIV:2501.17694,Emergence of magnetic flux sheets in the quiet Sun. I. Statistical properties,0,0
ARXIV:2501.17679,Rotational Excitation of Vinyl Cyanide by Collisions with Helium Atoms at a Low Temperature,2,2
ARXIV:2501.17675,Glimmers in the Cosmic Dawn. II. A Variability Census of Supermassive Black Holes across the Universe,1,1
ARXIV:2501.17611,Searching for signatures of Fe II atomic processes in spectra of active galactic nuclei,2,2
ARXIV:2501.17607,XRISM Observations of the Cooling Flow Cluster A2029 Support Heating by Mixing,0,0
ARXIV:2501.17587,Hydroxylamine in astrophysical ices: Infrared spectra and cosmic-ray-induced radiolytic chemistry,0,0
ARXIV:2501.17564,HI Intensity Mapping with the MIGHTEE Survey: First Results of the H i Power Spectrum,4,4
ARXIV:2501.17543,Can circumstellar interaction explain the strange light-curve features of Type Ib/c supernovae?,0,0
ARXIV:2501.17540,A Semianalytic Framework of Population III and Subsequent Galaxy Formation on Cosmological N-body Simulations,1,1
ARXIV:2501.17538,Detection of oscillation-like patterns in eclipsing binary light curves using neural network-based object detection algorithms,2,2
ARXIV:2501.17537,Neural networks for the analysis of traced particles in kinetic plasma simulations,1,1
ARXIV:2501.17509,"The current impact rate on the regular satellites of Jupiter, Saturn, and Uranus",0,0
ARXIV:2501.17508,The growth of super-large pre-planetary pebbles to an impact erosion limit,5,5
ARXIV:2501.17506,GECKO Follow-up Observation of the Binary Neutron Star-Black Hole Merger Candidate S230518h,0,0
ARXIV:2501.17502,Core Mass Function in View of Fractal and Turbulent Filaments and Fibers,0,0
ARXIV:2501.17492,Velocity Structure of Circumstellar Environment around Class 0/I Protostars: Uncertainty in the Protostellar Mass Estimation Using Circumstellar Velocities,0,0
ARXIV:2501.17700,The evolution of extragalactic peaked-spectrum sources down to 54 megahertz,0,0
ARXIV:2501.17491,Formation of first star clusters under the supersonic gas flow – II. Critical halo mass and core mass function,3,3
ARXIV:2501.17728,The role of cloud particle properties in the WASP-39b transmission spectrum based on JWST/NIRSpec observations,0,0
ARXIV:2501.17797,The SPHEREx Target List of Ice Sources (SPLICES),2,2
ARXIV:2501.17948,Tracing the inner edge of the habitable zone with sulfur chemistry,4,4
ARXIV:2501.17940,Spatially Resolved Circumgalactic Medium around a Star-forming Galaxy Driving a Galactic Outflow at z ≈ 0.8,0,0
ARXIV:2501.17937,Dust evolution by chemisputtering during protostellar formation,0,0
ARXIV:2501.17936,Aspects of Spatially-Correlated Random Fields: Extreme-Value Statistics and Clustering Properties,0,0
ARXIV:2501.17935,Ultraviolet spectroscopy of the black hole X-ray binary MAXI J1820+070 across a state transition,1,1
ARXIV:2501.17934,Testing the local void hypothesis using baryon acoustic oscillation measurements over the last twenty years,9,9
ARXIV:2501.17933,CIBER 4th flight fluctuation analysis: Measurements of near-IR auto- and cross-power spectra on arcminute to sub-degree scales,0,0
ARXIV:2501.17932,"CIBER 4th flight fluctuation analysis: Pseudo-power spectrum formalism, improved source masking and validation on mocks",0,0
ARXIV:2501.17931,X-Shooting ULLYSES: Massive stars at low metallicity. XI. Pipeline-determined physical properties of Magellanic Cloud OB stars,1,1
ARXIV:2501.17926,The PICS Project. I. The impact of metallicity and helium abundance on the bright end of the planetary nebula luminosity function,2,2
ARXIV:2501.17925,Possible environmental quenching in an interacting little red dot pair at z∼7,2,2
ARXIV:2501.17922,Constraining Baryonic Feedback Effects on the Matter Power Spectrum with Fast Radio Bursts,6,6
ARXIV:2501.17907,"A comment on""Why is the Galactic disk so cool?"", by Hamilton et al",1,1
ARXIV:2501.17867,Low-Thrust Many-Revolution Trajectory Design Under Operational Uncertainties for DESTINY+ Mission,2,2
ARXIV:2501.17864,The refractory-to-ice ratio in comet 67P: Implications on the composition of the comet-forming region of the protoplanetary disk,4,4
ARXIV:2501.17857,Planetesimal formation in a pressure bump induced by infall,1,1
ARXIV:2501.17844,Multiwavelength and Environmental Properties of Variability Selected Low-luminosity Active Galactic Nuclei,0,0
ARXIV:2501.17751,Looking at Infrared Background Radiation Anisotropies with Spitzer: Large-scale Anisotropies and Their Implications,1,1
ARXIV:2501.17955,NEATH IV: an early onset of complex organic chemistry in molecular clouds,0,0
ARXIV:2501.17482,Protostellar Outflows at the EarliesT Stages (POETS) VI. Evidence of disk-wind in G11.92-0.61 MM1,1,1
ARXIV:2501.17467,Multimessenger Emission by Magnetically Arrested Disks and Relativistic Jets of Black Hole X-Ray Binaries,2,2
ARXIV:2501.17224,BASS. XLVII. 22 GHz Radio Atlas of Swift-BAT Selected AGN,2,2
ARXIV:2501.17221,Shock-cooling Constraints via Early-time Observations of the Type IIb SN 2022hnt,3,3
ARXIV:2501.17220,The Initial-to-final Mass Relation of White Dwarfs in Intermediate-separation Binaries,2,2
ARXIV:2501.17199,International Astrophysical Consortium for High-energy Calibration: Summary of the 15th IACHEC Workshop,1,1
ARXIV:2501.17173,Model Evaluation of a Transformable CubeSat for Nonholonomic Attitude Reorientation Using a Drop Tower,0,0
ARXIV:2501.17163,Nonlinear fitting of undersampled discrete datasets in astronomy,0,0
ARXIV:2501.17157,A novel inversion algorithm for weak gravitational lensing using quasi-conformal geometry,0,0
ARXIV:2501.17156,Keck and Gemini Characterization of Hayabusa2# Rendezvous Target 1998 KY26,3,3
ARXIV:2501.17153,Line-of-sight effects on double source plane lenses,1,1
ARXIV:2501.17147,Non-halo structures and their effects on gravitationally lensed galaxies,0,0
ARXIV:2501.17145,Feedback and dynamical masses in high-z galaxies: the advent of high-resolution NIRSpec spectroscopy,3,3
ARXIV:2501.17141,A new approximation for heavy-lepton neutrino pair processes in simulations of core-collapse supernovae,1,1
ARXIV:2501.17137,Simultaneous NICER and NuSTAR Observations of the Neutron Star Low-mass X-Ray Binary Serpens X-1,3,3
ARXIV:2501.17129,Reassessing the origin and evolution of Ecliptic Comets in the Planet-9 Scenario,0,0
ARXIV:2501.17097,Discovery of Metal-poor and Distant Pre–Main Sequence Candidates in WLM with JWST,0,0
