title,authors,affiliations
Machine Learning Based Identification of Solar Disk and Plages in Kodaikanal Solar Observatory Historical Suncharts,[],[]
Neutral hydrogen in and around galaxies during the Epoch of Reionization,[],[]
Lensing of hot spots in Kerr spacetime: An empirical relation for black hole spin estimation,"[""A. I. Yfantis \\inst{1} \\and D. C. M. Palumbo\\inst{2,3} \\and M. Mo{\\'s}cibrodzka\\inst{1}""]","[['Department of Astrophysics / IMAPP, Radboud University, P.O. Box 9010, 6500 GL Nijmegen, The Netherlands\\label{inst1} \\\\ \\email{a.yfantis@astro.ru.nl} \\and Center for Astrophysics | Harvard \\& Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA \\label{2} \\and Black Hole Initiative at Harvard University, 20 Garden Street, Cambridge, MA 02138, USA\\label{3}']]"
"XRISM Observations of Cassiopeia A: Overview, Atomic Data, and Spectral Models",[],[]
Reconstruction of the dark matter density profile from cosmic positron anomaly data,[],[]
Validation of a Third Earth-sized Planet in the TOI-2267 Binary System,[],[]
Environmental Dependence of X-Ray Emission From The Least Massive Galaxies,"['Marko Mićić,$^{1}$\\thanks{E-mail: micic@ou.edu} Xinyu Dai,$^{1}$ Nick Shumate,$^{1}$ Khoa Nguyen Tran, $^{1}$ and Heechan Yuk$^{1}$ \\\\ $^{1}$Homer L. Dodge Department of Physics and Astronomy, The University of Oklahoma, Norman, OK 73019, USA\\\\']",[[]]
Bilateral collaboration between Mexico and the United Kingdom for the construction of technical equipment (CHARM) for the Large Millimeter Telescope (LMT/GTM),[],[]
The role of magnetic fields in shaping $γ$-ray emission from the Fermi bubbles,"['Olivier Tourmente$^{1}$\\thanks{E-mail: olivier.asin@desy.de}, Donna Rodgers-Lee$^{2}$ and Andrew M.~Taylor$^{1}$ \\\\ $^{1}$Deutsches Elektronen-Synchrotron, Zeuthen, Germany\\\\ $^{2}$Astronomy \\& Astrophysics Section, School of Cosmic Physics, Dublin Institute for Advanced Studies, 31 Fitzwilliam Place, \\\\Dublin D02 XF86, Ireland\\\\']",[[]]
"Asteroseismology of HD 23734, HD 68703, and HD 73345 using K2-TESS Space-based Photometry and High-resolution Spectroscopy",[],[]
JWST's PEARLS: A Candidate Massive Binary Star System in a Lensed Galaxy at Redshift 0.94,"['Hayley Williams', 'Patrick L. Kelly', 'Emmanouil Zapartas', 'Rogier A. Windhorst', 'Christopher J.\\ Conselice', 'Seth H. Cohen', 'Birendra Dhanasingham', ""Jos\\'e M. Diego"", 'Alexei V. Filippenko', 'Brenda L. Frye', 'Benne W. Holwerda', 'Terry J. Jones']","[['School of Physics and Astronomy, University of Minnesota, 116 Church Street SE, Minneapolis, MN 55455, USA', 'School of Earth and Space Exploration, Arizona State University, Tempe, AZ 85287-6004, USA'], ['School of Physics and Astronomy, University of Minnesota, 116 Church Street SE, Minneapolis, MN 55455, USA'], ['Institute of Astrophysics, FORTH, 71110 Heraklion, Greece'], ['School of Earth and Space Exploration, Arizona State University, Tempe, AZ 85287-6004, USA'], ['Jodrell Bank Centre for Astrophysics, Alan Turing Building, University of Manchester, Oxford Road, Manchester M13 9PL, UK'], ['School of Earth and Space Exploration, Arizona State University, Tempe, AZ 85287-1404, USA'], ['School of Physics and Astronomy, University of Minnesota, 116 Church Street SE, Minneapolis, MN 55455, USA'], [""IFCA, Instituto de F\\'isica de Cantabria (UC-CSIC), Av.\\ de Los Castros s/n, 39005 Santander, Spain""], ['Department of Astronomy, University of California, Berkeley, CA 94720-3411, USA'], ['Department of Astronomy/Steward Observatory, University of Arizona, 933 N. Cherry Avenue, Tucson, AZ 85721, USA'], ['Department of Physics, University of Louisville, Natural Science Building 102, Louisville, KY 40292, USA'], []]"
"MUSEQuBES: Physical conditions, origins, and multi-element abundances of the circumgalactic medium of an isolated, star-forming dwarf galaxy at z=0.57",[],[]
Self-gravitating Superfluids: The Gross-Pitaevskii-Poisson Framework,[],[]
TuMag: the tunable magnetograph for the Sunrise III mission,[],[]
A targeted search for binary white dwarf pulsars using Gaia and WISE,"['Ingrid Pelisoli$^{\\warwick}$\\thanks{E-mail: ingrid.pelisoli@warwick.ac.uk}, T.~R. Marsh$^{\\warwick}$, G.~Tovmassian$^{\\unam}$, L.~A. Amaral$^{\\valpa}$, Amornrat Aungwerojwit$^{\\naresuam}$, M.~J. Green$^{\\maxplanck}$,\\newauthor R.~P. Ashley$^{\\ljmu}$, David A.~H. Buckley$^{\\saao,\\capet,\\ufs}$, B.~T. G\\""ansicke$^{\\warwick}$, F.-J. Hambsch$^{\\vvs,\\bav, \\aavso}$, K. Inight$^{\\warwick}$, S.~B. Potter$^{\\saao, \\uj}$,\\newauthor A.~J. Brown$^{\\hamburg}$, N. Castro Segura$^{\\warwick}$, V.~S. Dhillon$^{\\sheffield,\\iac}$, M.~J. Dyer$^{\\sheffield}$, J.~A. Garbutt$^{\\sheffield}$, D. Jarvis$^{\\sheffield}$,\\newauthor M. R. Kennedy$^{\\cork}$, S.~O. Kepler$^{\\ufrgs}$, P. Kerry$^{\\sheffield}$, S.~P. Littlefair$^{\\sheffield}$, J. McCormac$^{\\warwick}$,\\newauthor J. Munday$^{\\warwick}$, S.~G. Parsons$^{\\sheffield}$, E. Pike$^{\\sheffield}$, D.~I. Sahman$^{\\sheffield}$ \\\\ $^{\\warwick}$Department of Physics, University of Warwick, Gibbet Hill Road, Coventry, CV4 7AL, UK\\\\ $^{\\unam}$Universidad Nacional Aut\\\'{o}noma de M\\\'{e}xico, Instituto de Astronom\\\'{i}a, Aptdo Postal 106, Ensenada 22860, Baja California, M\\\'{e}xico\\\\ $^{\\valpa}$Instituto de F\\\'{i}sica y Astronom\\\'{i}a, Universidad de Valpara\\\'{i}so, Gran Breta\\~{n}a 1111, Playa Ancha, Valpara\\\'{i}so 2360102, Chile\\\\ $^{\\naresuam}$Department of Physics, Faculty of Science, Naresuan University, Phitsanulok, 65000, Thailand\\\\ $^{\\maxplanck}$Max-Planck-Institut f\\:{u}r Astronomie, K\\:{o}nigstuhl 17, D-69117 Heidelberg, Germany\\\\ $^{\\ljmu}$Astrophysics Research Institute, Liverpool John Moores University, 146 Brownlow Hill, L3 5RF, Merseyside, UK\\\\ $^{\\saao}$South African Astronomical Observatory, PO Box 9, Observatory, 7935, Cape Town, South Africa\\\\ $^{\\capet}$Department of Astronomy, University of Cape Town, Private Bag X3, Rondebosch 7701, South Africa\\\\ $^{\\ufs}$Department of Physics, University of the Free State, PO Box 339, Bloemfontein 9300, South Africa\\\\ $^{\\vvs}$Vereniging Voor Sterrenkunde (VVS), Zeeweg 96, 8200 Brugge, Belgium\\\\ $^{\\bav}$Bundesdeutsche Arbeitsgemeinschaft fur Ver\\""{a}nderliche Sterne (BAV), Munsterdamm 90, 12169 Berlin, Germany\\\\ $^{\\aavso}$American Association of Variable Star Observers, Cambridge, MA 02138, USA\\\\ $^{\\uj}${Department of Physics, University of Johannesburg, PO Box 524, Auckland Park 2006, South Africa}\\\\ $^{\\hamburg}$Hamburger Sternwarte, University of Hamburg, Gojenbergsweg 112, 21029 Hamburg, Germany\\\\ $^{\\sheffield}$Astrophysics Research Cluster, School of Mathematical and Physical Sciences, University of Sheffield, Sheffield, S3 7RH, United Kingdom\\\\ $^{\\iac}$Instituto de Astrof\\\'{i}sica de Canarias, E-38205 La Laguna, Tenerife, Spain\\\\ $^{\\cork}$School of Physics, University College Cork, Cork, T12 K8AF, Ireland\\\\ $^{\\ufrgs}$Instituto de F\\\'{i}sica, Universidade Federal do Rio Grande do Sul, 91501-970 Porto Alegre, RS, Brazil\\\\']",[[]]
"The competing effects of recent and long-term star formation histories on oxygen, nitrogen, and stellar metallicities","[""N.~F.~Boardman$^{1}$\\thanks{E-mail: nfb@st-andrews.ac.uk}, V.~Wild$^{1}$, N.~Vale Asari$^{2}$, F.~D’Eugenio$^{3,4}$\\\\ $^{1}$School of Physics and Astronomy, University of St Andrews, North Haugh, St Andrews KY16 9SS, UK\\\\ $^{2}$Departamento de F\\'{\\i}sica--CFM, Universidade Federal de Santa Catarina, C.P.\\ 5064, 88035-972, Florian\\'opolis, SC, Brazil \\\\ $^{3}$Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge, CB3 0HA, United Kingdom \\\\ $^{4}$Cavendish Laboratory - Astrophysics Group, University of Cambridge, 19 JJ Thomson Avenue, Cambridge, CB3 0HE, United Kingdom""]",[[]]
Machine Learning for Exoplanet Detection: A Comparative Analysis Using Kepler Data,[],[]
Characterisation of the Bedretto Underground Site for Fundamental Physics Experiments,[],[]
The AGN nature of strong CIII emitters in the Early Universe with JWST,[],[]
Deciphering the Nature of Virgil: An Obscured AGN Lurking Within an Apparently Normal Lyman-α Emitter During Cosmic Reionization,"['Pierluigi Rinaldi', ""Pablo G. P\\'erez-Gonz\\'alez"", 'George H. Rieke', 'Jianwei Lyu', ""Francesco D'Eugenio"", 'Zihao Wu', 'Stefano Carniani', 'Tobias J. Looser', 'Irene Shivaei', 'Leindert A. Boogaard', 'Tanio Diaz-Santos', 'Luis Colina', 'G\\""oran \\""Ostlin', 'Stacey Alberts', ""Javier \\'Alvarez-M\\'arquez""]","[['Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA'], [""Centro de Astrobiolog\\'ia (CAB), CSIC–INTA, Cra. de Ajalvir Km.~4, 28850- Torrej\\'on de Ardoz, Madrid, Spain""], ['Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA'], ['Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA'], ['Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge, CB3 0HA, UK', 'Cavendish Laboratory, University of Cambridge, 19 JJ Thomson Avenue, Cambridge, CB3 0HE, UK'], ['Center for Astrophysics $|$ Harvard \\& Smithsonian, 60 Garden St., Cambridge MA 02138 USA'], ['Scuola Normale Superiore, Piazza dei Cavalieri 7, I-56126 Pisa, Italy'], ['Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge, CB3 0HA, UK', 'Cavendish Laboratory, University of Cambridge, 19 JJ Thomson Avenue, Cambridge, CB3 0HE, UK'], [""Centro de Astrobiolog\\'ia (CAB), CSIC–INTA, Cra. de Ajalvir Km.~4, 28850- Torrej\\'on de Ardoz, Madrid, Spain""], ['Leiden Observatory, Leiden University, PO Box 9513, NL-2300 RA Leiden, The Netherlands'], ['Institute of Astrophysics, Foundation for Research and Technology-Hellas (FORTH), Heraklion, 70013, Greece', 'School of Sciences, European University Cyprus, Diogenes street, Engomi, 1516 Nicosia, Cyprus'], [""Centro de Astrobiolog\\'ia (CAB), CSIC–INTA, Cra. de Ajalvir Km.~4, 28850- Torrej\\'on de Ardoz, Madrid, Spain""], ['Department of Astronomy, Stockholm University, Oscar Klein Centre, AlbaNova University Centre, 106 91 Stockholm, Sweden'], ['Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA'], [""Centro de Astrobiolog\\'ia (CAB), CSIC–INTA, Cra. de Ajalvir Km.~4, 28850- Torrej\\'on de Ardoz, Madrid, Spain""]]"
Suzaku observations of outskirts of nearby clusters and groups: I. electron density and gas fraction to the virial radius,[],[]
"Early Planet Formation in Embedded Disks (eDisk) XXII: Keplerian disk, disk structures and jets/outflows in the Class 0 protostar IRAS 04166+2706",[],[]
"Dynamical and Photometric Analysis of NGC 146 and King 14: Evidence for a Co-Moving, Unbound Cluster Pair",[],[]
Silicate clouds and a circumplanetary disk in the YSES-1 exoplanet system,[],[]
Abundance Measurements of the Metal-poor M subwarf LHS 174 Using High-resolution Optical Spectroscopy,"['Neda Hejazi', ""S{\\'e}bastien L{\\'e}pine"", 'Thomas Nordlander', 'Wei-Chun Jao', 'David R. Coria', 'Kathryn V. Lester']","[[], [], [], [], [], []]"
A nearly pristine star from the Large Magellanic Cloud,[],[]
A second planetesimal collision in the Fomalhaut system,[],[]
NEOWISE data and Thermophysical Modeling of 98943 Torifune (2001 CC21),[],[]
pop-cosmos: Star formation over 12 Gyr from generative modelling of a deep infrared-selected galaxy catalogue,[],[]
Redshift Drift in Relativistic N-Body Simulations,"['Alexander Oestreicher$^{\\;a,}$\\footnote{alexo@cp3.sdu.dk}', 'Chris Clarkson$^{\\;b,\\,c}$', 'Julian Adamek$^{\\;d}$', 'Sofie Marie Koksbang$^{\\;a}$ \\vspace{0.15cm}']","[[], [], [], ['${}^a$ CP3-Origins, University of Southern Denmark, Campusvej 55, DK-5230 Odense M, Denmark', '${}^b$ Department of Physics \\& Astronomy, Queen Mary University of London, Mile End Road, London E1 4NS, UK\\vspace{0.05cm}', '${}^c$ Department of Physics \\& Astronomy, University of the Western Cape, Cape Town 7535, South Africa\\vspace{0.05cm}', '${}^d$ Institut f\\""ur Astrophysik, Universit\\""at Zürich, Winterthurerstrasse 190, 8057 Z\\""urich, Switzerland \\vspace{0.15cm}']]"
DESI DR2 Results I: Baryon Acoustic Oscillations from the Lyman Alpha Forest,"['M.~Abdul Karim\\orcidlink{0009-0000-7133-142X}', 'J.~Aguilar', 'S.~Ahlen\\orcidlink{0000-0001-6098-7247}', 'C.~Allende~Prieto\\orcidlink{0000-0002-0084-572X}', 'O.~Alves', 'A.~Anand\\orcidlink{0000-0003-2923-1585}', 'U.~Andrade\\orcidlink{0000-0002-4118-8236}', 'E.~Armengaud\\orcidlink{0000-0001-7600-5148}', 'A.~Aviles\\orcidlink{0000-0001-5998-3986}', 'S.~Bailey\\orcidlink{0000-0003-4162-6619}', 'A.~Bault\\orcidlink{0000-0002-9964-1005}', 'J.~Behera\\orcidlink{0009-0002-2434-5903}', 'S.~BenZvi\\orcidlink{0000-0001-5537-4710}', 'D.~Bianchi\\orcidlink{0000-0001-9712-0006}', 'C.~Blake\\orcidlink{0000-0002-5423-5919}', 'A.~Brodzeller\\orcidlink{0000-0002-8934-0954}', 'D.~Brooks']","[[""IRFU, CEA, Universit\\'{e} Paris-Saclay, F-91191 Gif-sur-Yvette, France""], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Physics Dept., Boston University, 590 Commonwealth Avenue, Boston, MA 02215, USA'], [""Departamento de Astrof\\'{\\i}sica, Universidad de La Laguna (ULL), E-38206, La Laguna, Tenerife, Spain"", ""Instituto de Astrof\\'{\\i}sica de Canarias, C/ V\\'{\\i}a L\\'{a}ctea, s/n, E-38205 La Laguna, Tenerife, Spain""], ['Department of Physics, University of Michigan, Ann Arbor, MI 48109, USA'], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Leinweber Center for Theoretical Physics, University of Michigan, 450 Church Street, Ann Arbor, Michigan 48109-1040, USA', 'Department of Physics, University of Michigan, Ann Arbor, MI 48109, USA'], [""IRFU, CEA, Universit\\'{e} Paris-Saclay, F-91191 Gif-sur-Yvette, France""], [""Instituto de Ciencias F\\'{\\i}sicas, Universidad Nacional Aut\\'onoma de M\\'exico, Av. Universidad s/n, Cuernavaca, Morelos, C.~P.~62210, M\\'exico"", ""Instituto Avanzado de Cosmolog\\'{\\i}a A.~C., San Marcos 11 - Atenas 202. Magdalena Contreras. Ciudad de M\\'{e}xico C.~P.~10720, M\\'{e}xico""], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Department of Physics, Kansas State University, 1228 N. Martin Luther King Jr. Drive, Manhattan, KS, 66506, USA'], ['Department of Physics \\& Astronomy, University of Rochester, 206 Bausch and Lomb Hall, P.O. Box 270171, Rochester, NY 14627-0171, USA'], [""Dipartimento di Fisica ``Aldo Pontremoli'', Universit\\`a degli Studi di Milano, Via Celoria 16, I-20133 Milano, Italy"", 'INAF-Osservatorio Astronomico di Brera, Via Brera 28, 20122 Milano, Italy'], ['Centre for Astrophysics \\& Supercomputing, Swinburne University of Technology, P.O. Box 218, Hawthorn, VIC 3122, Australia'], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Department of Physics \\& Astronomy, University College London, Gower Street, London, WC1E 6BT, UK']]"
A transiting rocky super-Earth and a non-transiting sub-Neptune orbiting the M dwarf TOI-771,[],[]
Polarization Diagnostics Applied to Coronal Mass Ejections and the Background Solar Wind,[],[]
Low-Luminosity Type IIP Supernovae from the Zwicky Transient Facility Census of the Local Universe. II: Lightcurve Analysis,"['Kaustav~K.~Das', 'Mansi~M.~Kasliwal', 'Jesper Sollerman', 'Christoffer Fremling', 'Takashi J. Moriya', 'K-Ryan Hinds', 'Daniel A. Perley', 'Eric C. Bellm', 'Tracy X. Chen', ""Evan P. O'Connor"", 'Michael W. Coughlin', 'W. V. Jacobson-Galán']","[['Cahill Center for Astrophysics, California Institute of Technology, MC 249-17, 1200 E California Boulevard, Pasadena, CA, 91125, USA'], ['Cahill Center for Astrophysics, California Institute of Technology, MC 249-17, 1200 E California Boulevard, Pasadena, CA, 91125, USA'], ['The Oskar Klein Centre, Department of Astronomy, Stockholm University, AlbaNova, SE-10691 Stockholm, Sweden'], [], ['Astronomical Science Program, Graduate Institute for Advanced Studies, SOKENDAI, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan', 'National Astronomical Observatory of Japan, National Institutes of Natural Sciences, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan', 'School of Physics and Astronomy, Monash University, Clayton, VIC 3800, Australia'], ['Astrophysics Research Institute, Liverpool John Moores University, IC2, Liverpool L3 5RF, UK'], ['Astrophysics Research Institute, Liverpool John Moores University, IC2, Liverpool L3 5RF, UK'], ['DIRAC Institute, Department of Astronomy, University of Washington, 3910 15th Avenue NE, Seattle, WA 98195, USA'], ['IPAC, California Institute of Technology, 1200 E. California Blvd, Pasadena, CA 91125, USA'], ['The Oskar Klein Centre, Department of Astronomy, Stockholm University, AlbaNova, SE-10691 Stockholm, Sweden'], ['School of Physics and Astronomy, University of Minnesota, Minneapolis, MN 55455, USA'], ['Cahill Center for Astrophysics, California Institute of Technology, MC 249-17, 1200 E California Boulevard, Pasadena, CA, 91125, USA']]"
Are FRBs emitted from rotating magnetospheres? Searching for periodicity in polarized bursts,"['K M. Rajwade,$^{1}$\\thanks{E-mail:kaustubh.rajwade@physics.ox.ac.uk} A. Karastergiou,$^{1}$ \\\\ $^{1}$Astrophysics, University of Oxford, Denys Wilkinson Building, Keble road, Oxford OX1 3RH, UK\\\\']",[[]]
"Water vapour masers in long-period variable stars IV. Mira variables RCas, oCet and RLeo","['J.~Brand \\inst{1,2} \\and D.~Engels \\inst{3} \\and A. Zanichelli \\inst{1} \\and S. Etoka \\inst{4}']","[['INAF - Istituto di Radioastronomia, Via P. Gobetti 101, I--40129 Bologna, Italy \\and Italian ALMA Regional Centre, INAF-IRA, Bologna \\and Hamburger Sternwarte, Universit\\""{a}t Hamburg, Gojenbergsweg 112, D--21029 Hamburg, Germany \\and Jodrell Bank Center for Astrophysics, Univ. of Manchester, Manchester, UK']]"
Potential series expansion method applied in Analytical Modeling of Gravitational field of Irregularly Shaped Celestial Bodies,"['\\fnm{Safwan} \\sur{Aljbaae}', '\\fnm{Antonio F. B. A.} \\sur{Prado}']","[[], []]"
Nebular spectra of kilonovae with detailed recombination rates -- I. Light r-process composition,"['Smaranika Banerjee', 'Anders Jerkstrand', 'Nigel Badnell\\textsuperscript{\\dag}', 'Quentin Pognan', 'Niamh Ferguson', 'Jon Grumer']","[['The Oskar Klein Centre, Department of Astronomy, Stockholm University, AlbaNova, SE-10691 Stockholm, Sweden'], ['The Oskar Klein Centre, Department of Astronomy, Stockholm University, AlbaNova, SE-10691 Stockholm, Sweden'], ['Department of Physics, University of Strathclyde, Glasgow G4 0NG, United Kingdom.'], ['Max-Planck-Institute for Gravitational Physics (Albert Einstein Institute), Am M\\""{u}hlenberg 1, Potsdam-Golm, 14476, Germany'], ['Department of Physics, University of Strathclyde, Glasgow G4 0NG, United Kingdom.'], ['Theoretical Astrophysics, Department of Physics and Astronomy, Uppsala University, Box 516, SE-751 20 Uppsala, Sweden']]"
Modelling Galaxy Clustering and Tomographic Galaxy-Galaxy Lensing with HSC Y3 and SDSS using the Point-Mass Correction Model and Redshift Self-Calibration,"['Tianqing~Zhang\\orcidlink{0000-0002-5596-198X}', 'Sunao~Sugiyama\\orcidlink{0000-0003-1153-6735}', 'Surhud~More\\orcidlink{0000-0002-2986-2371}', 'Rachel~Mandelbaum\\orcidlink{0000-0003-2271-1527}', 'Xiangchong~Li\\orcidlink{0000-0003-2880-5102}', 'Roohi~Dalal\\orcidlink{0000-0002-7998-9899}', 'Arun~Kannawadi\\orcidlink{0000-0001-8783-6529}', 'Hironao~Miyatake\\orcidlink{0000-0001-7964-9766}', 'Atsushi~J.~Nishizawa\\orcidlink{0000-0002-6109-2397}', 'Takahiro~Nishimichi\\orcidlink{0000-0002-9664-0760}', 'Masamune~Oguri\\orcidlink{0000-0003-3484-399X}', 'Ken~Osato\\orcidlink{0000-0002-7934-2569}']","[['Department of Physics and Astronomy and PITT PACC, University of Pittsburgh, Pittsburgh, PA 15260, USA', 'McWilliams Center for Cosmology and Astrophysics, Department of Physics, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA 15213, USA'], ['Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA 19104, USA'], ['The Inter-University Centre for Astronomy and Astrophysics, Post bag 4, Ganeshkhind, Pune 411007, India', 'Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of Tokyo Institutes for Advanced Study (UTIAS), The University of Tokyo, Chiba 277-8583, Japan'], ['McWilliams Center for Cosmology and Astrophysics, Department of Physics, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA 15213, USA'], ['McWilliams Center for Cosmology and Astrophysics, Department of Physics, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA 15213, USA', 'Brookhaven National Laboratory, Bldg 510, Upton, New York 11973, USA'], ['American Astronomical Society, 1667 K St NW 800, Washington, D.C. 20006'], ['Department of Physics, Duke University, Durham, NC 27708, USA'], ['Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of Tokyo Institutes for Advanced Study (UTIAS), The University of Tokyo, Chiba 277-8583, Japan', 'Kobayashi-Maskawa Institute for the Origin of Particles and the Universe (KMI), Nagoya University, Nagoya, 464-8602, Japan', 'Institute for Advanced Research, Nagoya University, Nagoya 464-8601, Japan'], ['Kobayashi-Maskawa Institute for the Origin of Particles and the Universe (KMI), Nagoya University, Nagoya, 464-8602, Japan', 'Gifu Shotoku Gakuen University, 1-1 Takakuwanishi, Yanaizu, Gifu, 501-6194, Japan'], ['Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of Tokyo Institutes for Advanced Study (UTIAS), The University of Tokyo, Chiba 277-8583, Japan', 'Center for Gravitational Physics, Yukawa Institute for Theoretical Physics, Kyoto University, Kyoto 606-8502, Japan', 'Department of Astrophysics and Atmospheric Sciences, Faculty of Science, Kyoto Sangyo University, Motoyama, Kamigamo, Kita-ku, Kyoto 603-8555, Japan'], ['Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of Tokyo Institutes for Advanced Study (UTIAS), The University of Tokyo, Chiba 277-8583, Japan', 'Center for Frontier Science, Chiba University, Chiba 263-8522, Japan', 'Department of Physics, Graduate School of Science, Chiba University, Chiba 263-8522, Japan'], []]"
J-PAS: Forecasting constraints on Neutrino Masses,"['Gabriel Rodrigues,', 'Antonio J. Cuesta,', 'Jailson Alcaniz,', 'Miguel Aparicio Resco,', 'Antonio L. Maroto,', 'Manuel Masip,', 'Jamerson G. Rodrigues,', 'Felipe B. M. dos Santos,', ""Javier de Cruz P\\'erez,"", ""Jorge Enrique Garc{\\'\\i}a-Farieta,"", 'Clarissa Siqueira,', 'Fuxing Qin,', 'Yuting Wang,', 'Gong-Bo Zhao,', 'Carlos Hernández–Monteagudo,', 'Valerio Marra,', 'Raul Abramo,', 'Narciso Benítez,', 'Silvia Bonoli,', 'Saulo Carneiro,', 'Javier Cenarro,', 'David Cristóbal-Hornillos,', 'Renato Dupke,', 'Alessandro Ederoclite,', 'Antonio Hernán-Caballero,', 'Carlos López-Sanjuan,', 'Antonio Marín-Franch,', 'Claudia Mendes de Oliveira,', 'Mariano Moles,', 'Laerte Sodré Jr.,']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
DESI EDR: Calibrating the Tully-Fisher Relationship with the DESI Peculiar Velocity Survey,[],[]
Dispu$τ$able: the high cost of a low optical depth,"['Simone Ferraro', 'Martin White']","[['Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, CA 94720, USA', 'Berkeley Center for Cosmological Physics, University of California, Berkeley, CA 94720, USA'], ['Berkeley Center for Cosmological Physics, University of California, Berkeley, CA 94720, USA', 'Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, CA 94720, USA']]"
Size and shape of the trans-Neptunian object (470316) 2007 OC10: Comparison with thermal data,[],[]
Mission Analysis for the HENON CubeSat Mission to a Large Sun-Earth Distant Retrograde Orbit,[],[]
Heat Reveals What Clouds Conceal: Global Carbon & Longitudinally Asymmetric Chemistry on LTT 9779 b,[],[]
Oscillations of dark matter halos in galaxies,[],[]
Stochastic low-frequency variability of 50 massive stars in the Cygnus OB associations and the Small Magellanic Cloud,"['May G. Pedersen$^{1,2}$\\thanks{E-mail: may.pedersen@sydney.edu.au} and Lars Bildsten$^{2,3}$ \\\\ $^{1}$Sydney Institute for Astronomy, School of Physics, University of Sydney NSW 2006, Australia\\\\ $^{2}$Kavli Institute for Theoretical Physics, Kohn Hall, University of California, Santa Barbara, CA 93106, USA\\\\ $^{3}$Department of Physics, University of California, Santa Barbara, CA 93106, USA']",[[]]
Observations of the temporal evolution of Saturn's stratosphere following the Great Storm of 2010-2011 I. Temporal evolution of the water abundance in Saturn's hot vortex of 2011-2013,[],[]
